Proteins,"Genes of polypeptide, complex, or RNA",Common-Name,Locations
G185E-7613-MONOMER,G185E-7613,conserved hypothetical protein,
G185E-5036-MONOMER,G185E-5036,probable transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6193-MONOMER,G185E-6193,antitoxin,
G185E-6833-MONOMER,G185E-6833,PE-PGRS family protein PE_PGRS44,
G185E-7988-MONOMER,G185E-7988,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5414-MONOMER,G185E-5414,PE-PGRS family protein PE_PGRS23,CCI-EXTRACELLULAR-GP
G185E-6575-MONOMER,G185E-6575,probable phospholipase C 3,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7206-MONOMER,G185E-7206,(phenol)phthiotriol methyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4669-MONOMER,G185E-4669,probable UDP-glucose 4-epimerase,CCI-CYTOSOL-GP
G185E-5791-MONOMER,G185E-5791,probable phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,CCI-CYTOSOL-GP
G185E-5049-MONOMER,G185E-5049,possible triacylglycerol synthase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4387-MONOMER,G185E-4387,probable periplasmic iron-transport lipoprotein,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6846-MONOMER,G185E-6846,highly conserved protein,CCI-CYTOSOL-GP
G185E-7583-MONOMER,G185E-7583,probable uracil phosphoribosyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5427-MONOMER,G185E-5427,probable cytochrome P450 130,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6164-MONOMER,G185E-6164,conserved hypothetical integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7219-MONOMER,G185E-7219,probable phosphopantetheine adenylyltransferase,CCI-CYTOSOL-GP
G185E-7958-MONOMER,G185E-7958,possible membrane protein,
G185E-5804-MONOMER,G185E-5804,conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-6545-MONOMER,G185E-6545,probable ornithine aminotransferase (C-terminus part),
G185E-4401-MONOMER,G185E-4401,PE-PGRS family protein PE_PGRS3,CCI-PM-BAC-ACT-GP
G185E-4640-MONOMER,G185E-4640,conserved hypothetical protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7596-MONOMER,G185E-7596,possible antitoxin,
G185E-5020-MONOMER,G185E-5020,molybdopterin synthase catalytic subunit 2,CCI-CYTOSOL-GP
G185E-6177-MONOMER,G185E-6177,conserved protein,CCI-PM-BAC-ACT-GP
G185E-6817-MONOMER,G185E-6817,possible conserved membrane glycine rich protein,CCI-EXTRACELLULAR-GP // CCO-MEMBRANE
G185E-7972-MONOMER,G185E-7972,anti-anti-sigma factor,
G185E-5398-MONOMER,G185E-5398,probable transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6558-MONOMER,G185E-6558,integral membrane drug efflux protein,CCI-PM-BAC-ACT-GP
G185E-4653-MONOMER,G185E-4653,possible methyltransferase/methylase (fragment),
G185E-5033-MONOMER,G185E-5033,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6830-MONOMER,G185E-6830,probable conserved membrane protein secretion factor,CCI-PM-BAC-ACT-GP
G185E-5411-MONOMER,G185E-5411,,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7203-MONOMER,G185E-7203,chorismate lyase,CCI-CYTOSOL-GP
G185E-5788-MONOMER,G185E-5788,probable histidinol-phosphate aminotransferase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4384-MONOMER,G185E-4384,aminoglycoside 2'-N-acetyltransferase,CCI-PM-BAC-ACT-GP
G185E-7580-MONOMER,G185E-7580,probable amidohydrolase,CCI-CYTOSOL-GP
G185E-6161-MONOMER,G185E-6161,possible antitoxin,
G185E-7955-MONOMER,G185E-7955,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-6542-MONOMER,G185E-6542,probable periplasmic sugar-binding lipoprotein,CCI-PM-BAC-ACT-GP
G185E-4637-MONOMER,G185E-4637,possible phosphoserine phosphatase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7952-MONOMER,G185E-7952,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6539-MONOMER,G185E-6539,conserved protein,CCI-CYTOSOL-GP
G185E-4634-MONOMER,G185E-4634,conserved protein,CCI-PM-BAC-ACT-GP
G185E-5014-MONOMER,G185E-5014,,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6811-MONOMER,G185E-6811,conserved hypothetical protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5391-MONOMER,G185E-5391,alternative RNA polymerase sigma factor,CCI-CYTOSOL-GP
G185E-7184-MONOMER,G185E-7184,phenolpthiocerol synthesis type-I polyketide synthase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5769-MONOMER,G185E-5769,probable PhiRv1 phage protein,
G185E-4364-MONOMER,G185E-4364,probable acetyl-CoA acyltransferase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7561-MONOMER,G185E-7561,anti-sigma factor,
G185E-6142-MONOMER,G185E-6142,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7934-MONOMER,G185E-7934,PE-PGRS family-related protein PE_PGRS61,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-6522-MONOMER,G185E-6522,hypothetical protein,
G185E-4618-MONOMER,G185E-4618,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase subunit",CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4998-MONOMER,G185E-4998,possible nitrate/nitrite response transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-6793-MONOMER,G185E-6793,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-5375-MONOMER,G185E-5375,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,CCI-CYTOSOL-GP
G185E-7167-MONOMER,G185E-7167,conserved protein,CCI-CYTOSOL-GP
G185E-5753-MONOMER,G185E-5753,conserved hypothetical membrane protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4348-MONOMER,G185E-4348,probable integral membrane acyltransferase,CCI-PM-BAC-ACT-GP
G185E-7545-MONOMER,G185E-7545,probable conserved integral membrane protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6126-MONOMER,G185E-6126,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7916-MONOMER,G185E-7916,possible transposase,
G185E-6506-MONOMER,G185E-6506,hypothetical protein,CCI-CW-BAC-ACT-GP
G185E-4601-MONOMER,G185E-4601,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4978-MONOMER,G185E-4978,possible deaminase,CCI-CYTOSOL-GP
G185E-6777-MONOMER,G185E-6777,3-dehydroquinate synthase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5358-MONOMER,G185E-5358,possible alternative RNA polymerase sigma factor,CCI-CYTOSOL-GP
G185E-7151-MONOMER,G185E-7151,possible,CCI-CYTOSOL-GP
G185E-5737-MONOMER,G185E-5737,possible fatty-acid-CoA ligase,
G185E-4332-MONOMER,G185E-4332,possible transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-7529-MONOMER,G185E-7529,probable mannose-6-phosphate isomerase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6110-MONOMER,G185E-6110,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7900-MONOMER,G185E-7900,PPE family protein PPE65,CCI-PM-BAC-ACT-GP
G185E-6490-MONOMER,G185E-6490,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4585-MONOMER,G185E-4585,probable aldehyde dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4961-MONOMER,G185E-4961,probable amino acid aminotransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6761-MONOMER,G185E-6761,holo-[acyl-carrier protein] synthase,CCI-CYTOSOL-GP
G185E-5341-MONOMER,G185E-5341,PE family protein PE12,CCI-PM-BAC-ACT-GP
G185E-7135-MONOMER,G185E-7135,probable uridylate kinase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5721-MONOMER,G185E-5721,Putative monooxygenase Rv1533,CCI-CYTOSOL-GP
G185E-4316-MONOMER,G185E-4316,possible transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-7513-MONOMER,G185E-7513,probable conserved transmembrane transport protein,CCI-PM-BAC-ACT-GP
G185E-6094-MONOMER,G185E-6094,D-aminoacyl-tRNA deacylase,CCI-CYTOSOL-GP
G185E-7884-MONOMER,G185E-7884,probable conserved secreted protein,CCI-PM-BAC-ACT-GP
G185E-6474-MONOMER,G185E-6474,conserved protein,
G185E-4569-MONOMER,G185E-4569,anti-sigma factor,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4945-MONOMER,G185E-4945,putative transposase for insertion sequence element IS6110,
G185E-6743-MONOMER,G185E-6743,possible conserved proline rich membrane protein,CCI-PM-BAC-ACT-GP
G185E-5324-MONOMER,G185E-5324,"conserved ala-, pro-rich protein",CCI-PERI-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7119-MONOMER,G185E-7119,GCN5-related N-acetyltransferase,CCI-CYTOSOL-GP
G185E-5705-MONOMER,G185E-5705,conserved hypothetical transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4300-MONOMER,G185E-4300,probable alternative RNA polymerase sigma factor,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7497-MONOMER,G185E-7497,conserved hypothetical protein,
G185E-6077-MONOMER,G185E-6077,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7867-MONOMER,G185E-7867,probable adenine glycosylase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6457-MONOMER,G185E-6457,conserved hypothetical protein,
G185E-4553-MONOMER,G185E-4553,GCN5-related N-acetyltransferase,
G185E-4929-MONOMER,G185E-4929,probable protease II,
G185E-6727-MONOMER,G185E-6727,conserved hypothetical protein,
G185E-5307-MONOMER,G185E-5307,probable integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7103-MONOMER,G185E-7103,,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5689-MONOMER,G185E-5689,conserved hypothetical protein,
G185E-4284-MONOMER,G185E-4284,probable fatty-acid-CoA ligase,CCI-CYTOSOL-GP
G185E-7480-MONOMER,G185E-7480,conserved hypothetical threonine and proline rich protein,CCI-EXTRACELLULAR-GP
G185E-6061-MONOMER,G185E-6061,Probable CoA-transferase Rv1866,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7851-MONOMER,G185E-7851,3-oxocholest-4-en-26-oyl-CoA dehydrogenase monomer,CCI-PM-BAC-ACT-GP
G185E-6440-MONOMER,G185E-6440,"multifunctional protein. Has RNASE H,alpha-ribazole phosphatase, and acid phosphatase activities.",CCI-CYTOSOL-GP
G185E-4537-MONOMER,G185E-4537,possible conserved membrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4913-MONOMER,G185E-4913,probable oxidoreductase,
G185E-6710-MONOMER,G185E-6710,conserved protein,
G185E-5291-MONOMER,G185E-5291,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-7087-MONOMER,G185E-7087,possible DNA-damage-inducible protein F,CCI-PM-BAC-ACT-GP
G185E-5673-MONOMER,G185E-5673,conserved protein,CCI-PM-BAC-ACT-GP
G185E-4268-MONOMER,G185E-4268,PE family protein PE1,CCI-PERI-ACT-GP // CCO-MEMBRANE
G185E-7464-MONOMER,G185E-7464,unknown protein,
G185E-6045-MONOMER,G185E-6045,urease alpha subunit,CCI-CYTOSOL-GP
G185E-7835-MONOMER,G185E-7835,PPE family protein PPE64,CCI-PM-BAC-ACT-GP
G185E-6423-MONOMER,G185E-6423,probable aminopeptidase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4521-MONOMER,G185E-4521,conserved 13E12 repeat family protein,
G185E-8214-MONOMER,G185E-8214,conserved hypothetical protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4895-MONOMER,G185E-4895,hypothetical protein (fragment),
G185E-6692-MONOMER,G185E-6692,probable ATP-dependent CLP protease proteolytic subunit 2,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5275-MONOMER,G185E-5275,probable LYTB-related protein,CCI-CYTOSOL-GP
G185E-7071-MONOMER,G185E-7071,CRISPR type III-associated RAMP protein Csm3,CCI-CYTOSOL-GP
G185E-5657-MONOMER,G185E-5657,possible transcriptional regulatory protein,
G185E-4252-MONOMER,G185E-4252,possible transcriptional regulatory protein,CCI-PM-BAC-ACT-GP
G185E-7447-MONOMER,G185E-7447,Putative toxin HigB3,
G185E-6029-MONOMER,G185E-6029,probable hydrolase,
G185E-7819-MONOMER,G185E-7819,"3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase &alpha; subunit",CCI-CYTOSOL-GP
G185E-6407-MONOMER,G185E-6407,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4505-MONOMER,G185E-4505,hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-8198-MONOMER,G185E-8198,conserved hypothetical alanine rich protein,CCI-PM-BAC-ACT-GP
G185E-4879-MONOMER,G185E-4879,methionyl aminopeptidase 1a,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6676-MONOMER,G185E-6676,possible ribonuclease E,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5259-MONOMER,G185E-5259,possible acyl-[acyl-carrier protein] desaturase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7055-MONOMER,G185E-7055,conserved hypothetical protein,
G185E-5641-MONOMER,G185E-5641,probable unidentified antibiotic-transport ATP-binding protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-4236-MONOMER,G185E-4236,probable fatty-acid-CoA ligase,CCI-CYTOSOL-GP
G185E-7431-MONOMER,G185E-7431,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-6013-MONOMER,G185E-6013,PE-PGRS family protein PE_PGRS33,CCI-CW-BAC-ACT-GP // CCI-OUTER-MEM-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PERI-ACT-GP
G185E-7803-MONOMER,G185E-7803,3-ketosteroid 9&alpha;-hydroxylase oxygenase component monomer,CCI-CYTOSOL-GP
G185E-6390-MONOMER,G185E-6390,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-4489-MONOMER,G185E-4489,conserved protein,CCI-PM-BAC-ACT-GP
G185E-8182-MONOMER,G185E-8182,ESX conserved component EccA2. ESX-2 type VII secretion system protein. Probable CbxX/CfqX family protein.,CCI-CYTOSOL-GP
G185E-4863-MONOMER,G185E-4863,50S ribosomal protein L6,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5242-MONOMER,G185E-5242,probable transcription elongation factor,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7039-MONOMER,G185E-7039,probable lipid-transfer protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5625-MONOMER,G185E-5625,probable biotin sulfoxide reductase,CCI-CW-BAC-ACT-GP // CCI-PERI-ACT-GP
G185E-4220-MONOMER,G185E-4220,probable cation-transporter P-type ATPase B,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7415-MONOMER,G185E-7415,NADH:menaquinone oxidoreductase I chain F,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5997-MONOMER,G185E-5997,PPE family protein PPE30,CCI-PM-BAC-ACT-GP
G185E-7787-MONOMER,G185E-7787,conserved protein,CCI-CYTOSOL-GP
G185E-6373-MONOMER,G185E-6373,probable conserved proline rich membrane protein,CCO-MEMBRANE
G185E-4473-MONOMER,G185E-4473,hypothetical protein,CCI-CYTOSOL-GP
G185E-8166-MONOMER,G185E-8166,ESX conserved component EccA1. ESX-1 type VII secretion system protein.,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4847-MONOMER,G185E-4847,50S ribosomal protein L23,CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP // CCI-CYTOSOL-GP
G185E-5226-MONOMER,G185E-5226,possible lipoprotein,CCI-PM-BAC-ACT-GP
G185E-7023-MONOMER,G185E-7023,hypothetical protein,
G185E-5609-MONOMER,G185E-5609,probable esterase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4204-MONOMER,G185E-4204,putative hydrogenase component,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5979-MONOMER,G185E-5979,ESX conserved component EccC5. ESX-5 type VII secretion system protein.,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7402-MONOMER,G185E-7402,histidinol-phosphatase subunit,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7770-MONOMER,G185E-7770,conserved hypothetical Mce associated alanine and valine rich protein,CCO-MEMBRANE
G185E-6357-MONOMER,G185E-6357,Polyphenol oxidase,CCI-CW-BAC-ACT-GP
G185E-4457-MONOMER,G185E-4457,unknown protein,
G185E-4831-MONOMER,G185E-4831,putative ferredoxin reductase,CCI-CYTOSOL-GP
G185E-5208-MONOMER,G185E-5208,hypothetical protein,
G185E-7007-MONOMER,G185E-7007,possible antitoxin,
G185E-5593-MONOMER,G185E-5593,aminoglycosides/tetracycline-transport integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-4188-MONOMER,G185E-4188,probable glutamine-transport ATP-binding protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-5963-MONOMER,G185E-5963,conserved protein,
G185E-7385-MONOMER,G185E-7385,probable cytochrome P450 141,CCI-PM-BAC-ACT-GP
G185E-7754-MONOMER,G185E-7754,PE family protein PE31,CCI-PERI-ACT-GP
G185E-6340-MONOMER,G185E-6340,conserved protein,CCI-CYTOSOL-GP
G185E-8135-MONOMER,G185E-8135,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4815-MONOMER,G185E-4815,probable acyl-CoA dehydrogenase,CCI-CYTOSOL-GP
G185E-5192-MONOMER,G185E-5192,two component sensor histidine kinase,CCI-PM-BAC-ACT-GP
G185E-6991-MONOMER,G185E-6991,conserved hypothetical arginine rich protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5577-MONOMER,G185E-5577,probable cytochrome P450 132,CCI-CYTOSOL-GP
G185E-4172-MONOMER,G185E-4172,probable replicative DNA helicase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5947-MONOMER,G185E-5947,conserved hypothetical protein,
G185E-7369-MONOMER,G185E-7369,probable peptide chain release factor 2,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7738-MONOMER,G185E-7738,50S ribosomal protein L36,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G185E-6324-MONOMER,G185E-6324,RNA methyltransferase,CCI-PM-BAC-ACT-GP
G185E-8119-MONOMER,G185E-8119,conserved integral membrane transport protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4799-MONOMER,G185E-4799,possible toxin,CCI-CYTOSOL-GP
G185E-5179-MONOMER,G185E-5179,probable transcription-repair coupling factor,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6975-MONOMER,G185E-6975,probable tRNA delta(2)-isopentenylpyrophosphate transferase,CCI-CYTOSOL-GP
G185E-5561-MONOMER,G185E-5561,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4156-MONOMER,G185E-4156,possible transcriptional regulatory protein (probably MarR-family),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5931-MONOMER,G185E-5931,probable nitrate reductase,CCI-PM-BAC-ACT-GP
G185E-7352-MONOMER,G185E-7352,unknown alanine and valine rich protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7722-MONOMER,G185E-7722,ESAT-6 like protein,CCI-EXTRACELLULAR-GP
G185E-6307-MONOMER,G185E-6307,probable helicase,CCI-CYTOSOL-GP
G185E-8103-MONOMER,G185E-8103,decaprenylphosphoryl-5-phosphoribose phosphatase,CCI-PM-BAC-ACT-GP
G185E-4783-MONOMER,G185E-4783,50S ribosomal protein L11,CCI-CW-BAC-ACT-GP // CCI-RIBOSOME-GP // CCI-CYTOSOL-GP
G185E-5162-MONOMER,G185E-5162,probable membrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6959-MONOMER,G185E-6959,iron-dependent repressor and activator,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5543-MONOMER,G185E-5543,possible membrane protein,CCO-MEMBRANE
G185E-4140-MONOMER,G185E-4140,conserved hypothetical protein,
G185E-7336-MONOMER,G185E-7336,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5916-MONOMER,G185E-5916,probable hydrolase,
G185E-7706-MONOMER,G185E-7706,PPE family protein PPE59,
G185E-6289-MONOMER,G185E-6289,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-8087-MONOMER,G185E-8087,,CCI-PERI-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4764-MONOMER,G185E-4764,possible antitoxin,
G185E-5145-MONOMER,G185E-5145,possible conserved exported protein,CCI-PM-BAC-ACT-GP
G185E-6943-MONOMER,G185E-6943,conserved hypothetical alanine rich protein,
G185E-5526-MONOMER,G185E-5526,lysine <i>N</i>-acyltransferase MbtK,
G185E-4123-MONOMER,G185E-4123,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-7319-MONOMER,G185E-7319,possible transcriptional regulatory protein (probably TetR-family),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5899-MONOMER,G185E-5899,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7690-MONOMER,G185E-7690,unknown alanine and proline rich protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6273-MONOMER,G185E-6273,class A &beta;-lactamase,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-8070-MONOMER,G185E-8070,triacylglycerol lipase LipE,CCI-PM-BAC-ACT-GP
G185E-6653-MONOMER,G185E-6653,hypothetical protein,CCI-CYTOSOL-GP
G185E-4748-MONOMER,G185E-4748,hypothetical protein,
G185E-5129-MONOMER,G185E-5129,probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (alpha subunit) AccA2: biotin carboxylase + biotin carboxyl carrier protein (BCCP),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6927-MONOMER,G185E-6927,probable enoyl-CoA hydratase,CCI-CYTOSOL-GP
G185E-5510-MONOMER,G185E-5510,ATP-dependent Clp protease adapter protein ClpS,
G185E-7302-MONOMER,G185E-7302,probable conserved ATP-binding protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-5883-MONOMER,G185E-5883,probable phosphatase,CCI-CYTOSOL-GP
G185E-7674-MONOMER,G185E-7674,probable phytoene synthase,CCI-CYTOSOL-GP
G185E-6257-MONOMER,G185E-6257,probable transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-8052-MONOMER,G185E-8052,possible acyl-CoA dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6637-MONOMER,G185E-6637,Ribonuclease Z,
G185E-4731-MONOMER,G185E-4731,possible antitoxin,
G185E-5113-MONOMER,G185E-5113,possible magnesium chelatase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6911-MONOMER,G185E-6911,hypothetical protein,
G185E-5494-MONOMER,G185E-5494,methylated-DNA--protein-cysteine methyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7284-MONOMER,G185E-7284,probable tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,CCI-CYTOSOL-GP
G185E-5866-MONOMER,G185E-5866,unknown protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7658-MONOMER,G185E-7658,probable LYTB-related protein,CCI-CYTOSOL-GP
G185E-6240-MONOMER,G185E-6240,conserved transmembrane protein,CCO-MEMBRANE
G185E-8035-MONOMER,G185E-8035,conserved hypothetical protein,
G185E-6620-MONOMER,G185E-6620,probable gamma-glutamyltranspeptidase precursor,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4715-MONOMER,G185E-4715,possible antitoxin,
G185E-5096-MONOMER,G185E-5096,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-6895-MONOMER,G185E-6895,hypothetical protein,
G185E-5474-MONOMER,G185E-5474,probable,CCI-CYTOSOL-GP
G185E-7266-MONOMER,G185E-7266,hypothetical protein,
G185E-5850-MONOMER,G185E-5850,chalcone synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7642-MONOMER,G185E-7642,probable tRNA/rRNA methylase,CCI-CYTOSOL-GP
G185E-6223-MONOMER,G185E-6223,transcriptional regulatory protein,
G185E-8019-MONOMER,G185E-8019,possible transferase,CCI-CYTOSOL-GP
G185E-6604-MONOMER,G185E-6604,lysine-<i>N</i>-oxygenase,
G185E-4698-MONOMER,G185E-4698,probable monooxygenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5079-MONOMER,G185E-5079,divalent cation-transport integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6875-MONOMER,G185E-6875,RNA-splicing ligase RtcB,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-5457-MONOMER,G185E-5457,probable sulfate adenylyltransferase subunit 2,CCI-CYTOSOL-GP
G185E-7250-MONOMER,G185E-7250,"possible 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",CCI-CYTOSOL-GP
G185E-5834-MONOMER,G185E-5834,possible 23S rRNA methyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4430-MONOMER,G185E-4430,unknown protein,
G185E-7626-MONOMER,G185E-7626,PPE family protein PPE56,
G185E-6206-MONOMER,G185E-6206,conserved protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
