Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
G12WB-2759-MONOMER,two-component sensor histidine kinase,G12WB-2759,CCI-PM-BAC-POS-GP
CPLX12WB-35,carbamoyl-phosphate synthase,G12WB-3777 // G12WB-3778,
G12WB-4461-MONOMER,Conserved hypothetical protein,G12WB-4461,
CPLX12WB-20,flavodoxin/ferredoxin oxidoreductase,G12WB-2578 // G12WB-2579 // G12WB-2580,
G12WB-788-MONOMER,hypothetical protein,G12WB-788,
CPLX12WB-101,ABC transporter,G12WB-2122 // G12WB-2121 // G12WB-2120,
G12WB-3096-MONOMER,hypothetical protein,G12WB-3096,
CPLX12WB-94,putative nitrate/sulfonate/taurine ABC transporter,G12WB-1116 // G12WB-1115 // G12WB-1114,
G12WB-1370-MONOMER,hypothetical protein,G12WB-1370,
CPLX12WB-79,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex,G12WB-1269 // G12WB-1270 // G12WB-1268 // G12WB-1267 // G12WB-1272 // G12WB-1271,
G12WB-1710-MONOMER,HTH-type transcriptional regulator,G12WB-1710,
CPLX12WB-63,dihydroorotate dehydrogenase,G12WB-291 // G12WB-290,
G12WB-2071-MONOMER,membrane protein,G12WB-2071,CCI-PM-BAC-POS-GP
CPLX12WB-47,mannose-fructose-sorbose family PTS enzyme II,G12WB-3446 // G12WB-3445 // G12WB-3444 // G12WB-3443,
G12WB-361-MONOMER,flagellar motor rotation protein MotB,G12WB-361,CCI-PM-BAC-POS-GP
CPLX12WB-32,transketolase,G12WB-3639 // G12WB-3640,
G12WB-241-MONOMER,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS, enzyme IIC component",G12WB-241,CCI-PM-BAC-POS-GP
CPLX12WB-18,acetyl-CoA carboxylase,G12WB-2078 // G12WB-2079 // G12WB-2080 // G12WB-2081,
G12WB-1122-MONOMER,hypothetical protein,G12WB-1122,
CPLX12WB-1,DNA-directed RNA polymerase,G12WB-120 // G12WB-121 // G12WB-156,
G12WB-2744-MONOMER,DNA-directed RNA polymerase subunit omega,G12WB-2744,
G12WB-4391-MONOMER,Conserved hypothetical protein,G12WB-4391,
G12WB-773-MONOMER,toxin gene expression negative regulator,G12WB-773,CCI-PM-BAC-POS-GP
G12WB-3081-MONOMER,hypothetical protein,G12WB-3081,
G12WB-1695-MONOMER,peptidoglycan deacetylase,G12WB-1695,
G12WB-2055-MONOMER,ethanolamine specific two-component sensor histidine kinase,G12WB-2055,
G12WB-3595-MONOMER,precorrin-2 dehydrogenase,G12WB-3595,
G12WB-2396-MONOMER,N-acetylmannosamine-6-phosphate 2-epimerase,G12WB-2396,
G12WB-1108-MONOMER,thioesterase,G12WB-1108,
G12WB-273-MONOMER,cyclic nucleotide-binding protein,G12WB-273,
G12WB-2393-MONOMER,hypothetical protein,G12WB-2393,
G12WB-1105-MONOMER,3-isopropylmalate dehydratase large subunit,G12WB-1105,
G12WB-2727-MONOMER,two-component response regulator,G12WB-2727,
G12WB-4331-MONOMER,Conserved hypothetical protein,G12WB-4331,
G12WB-756-MONOMER,GntR family transcriptional regulator,G12WB-756,
G12WB-3064-MONOMER,tail protein,G12WB-3064,
G12WB-1676-MONOMER,signaling protein,G12WB-1676,CCI-PM-BAC-POS-GP
G12WB-3575-MONOMER,phosphoesterase,G12WB-3575,
G12WB-2039-MONOMER,hypothetical protein,G12WB-2039,
G12WB-2379-MONOMER,hypothetical protein,G12WB-2379,
G12WB-1091-MONOMER,hypothetical protein,G12WB-1091,
G12WB-2712-MONOMER,hypothetical protein,G12WB-2712,
G12WB-425-MONOMER,"ABC transporter, membrane protein",G12WB-425,CCI-PM-BAC-POS-GP
G12WB-741-MONOMER,hypothetical protein,G12WB-741,
G12WB-305-MONOMER,hypothetical protein,G12WB-305,
G12WB-1660-MONOMER,peptidoglycan deacetylase,G12WB-1660,
G12WB-3560-MONOMER,conjugative transposon protein,G12WB-3560,
G12WB-2023-MONOMER,two-component response regulator,G12WB-2023,
G12WB-2363-MONOMER,MarR family transcriptional regulator,G12WB-2363,
G12WB-1077-MONOMER,cell wall hydrolase,G12WB-1077,
G12WB-411-MONOMER,glutamate carboxypeptidase,G12WB-411,
G12WB-727-MONOMER,LytR family transcriptional regulator,G12WB-727,
G12WB-2700-MONOMER,cellulose synthase catalytic subunit,G12WB-2700,CCI-PM-BAC-POS-GP
G12WB-3035-MONOMER,"putative iron(III)-hydroxamate ABC transporter, ATP-binding subunit",G12WB-3035,
G12WB-337-MONOMER,carbon storage regulator CsrA,G12WB-337,CCI-CYTOSOL-GP
G12WB-1644-MONOMER,iron-sulfur binding protein,G12WB-1644,CCI-PM-BAC-POS-GP
G12WB-3546-MONOMER,putative Mg<sup>2+</sup>-transporting P-type ATPase,G12WB-3546,CCI-PM-BAC-POS-GP
G12WB-2007-MONOMER,conjugative transposon protein,G12WB-2007,
G12WB-2349-MONOMER,ferritin,G12WB-2349,CCI-CYTOSOL-GP
G12WB-1062-MONOMER,hypothetical protein,G12WB-1062,
G12WB-395-MONOMER,hypothetical protein,G12WB-395,
G12WB-712-MONOMER,methylated-DNA-[protein]-cysteine S-methyltransferase 1,G12WB-712,CCI-CYTOSOL-GP
G12WB-2686-MONOMER,membrane protein,G12WB-2686,CCI-PM-BAC-POS-GP
G12WB-3020-MONOMER,membrane protein,G12WB-3020,CCI-PM-BAC-POS-GP
G12WB-3355-MONOMER,NADPH-dependent FMN reductase,G12WB-3355,
G12WB-163-MONOMER,30S ribosomal protein S9,G12WB-163,CCI-RIBOSOME-GP
G12WB-3531-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-3531,CCI-PM-BAC-POS-GP
G12WB-1992-MONOMER,conjugative transposon protein,G12WB-1992,
G12WB-2334-MONOMER,"cystine/amino acid family ABC transporter, substrate-binding protein",G12WB-2334,CCI-PM-BAC-POS-GP
G12WB-1048-MONOMER,endodeoxyribonuclease,G12WB-1048,
G12WB-3876-MONOMER,hypothetical protein,G12WB-3876,
G12WB-697-MONOMER,GntR family transcriptional regulator,G12WB-697,
G12WB-2671-MONOMER,beta-lactams repressor,G12WB-2671,
G12WB-3006-MONOMER,hypothetical protein,G12WB-3006,
G12WB-3340-MONOMER,glyceraldehyde-3-phosphate dehydrogenase,G12WB-3340,
G12WB-1615-MONOMER,ferrous iron transport protein A,G12WB-1615,
G12WB-3517-MONOMER,hypothetical protein,G12WB-3517,
G12WB-1976-MONOMER,hypothetical protein,G12WB-1976,CCI-PM-BAC-POS-GP
G12WB-232-MONOMER,(3R)-hydroxymyristoyl-ACP dehydratase,G12WB-232,CCI-CYTOSOL-GP
G12WB-1033-MONOMER,hypothetical protein,G12WB-1033,
G12WB-3860-MONOMER,TPR family transcriptional regulator,G12WB-3860,
G12WB-681-MONOMER,lipoprotein,G12WB-681,CCI-PM-BAC-POS-GP
G12WB-2657-MONOMER,predicted cation-transporting P-type ATPase,G12WB-2657,CCI-PM-BAC-POS-GP
G12WB-2992-MONOMER,cation efflux protein,G12WB-2992,CCI-PM-BAC-POS-GP
G12WB-3326-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-3326,CCI-PM-BAC-POS-GP
G12WB-1600-MONOMER,hypothetical protein,G12WB-1600,
G12WB-3502-MONOMER,conjugative transposon protein,G12WB-3502,
G12WB-2505-MONOMER,thioredoxin 2,G12WB-2505,
G12WB-1959-MONOMER,hypothetical protein,G12WB-1959,
G12WB-2305-MONOMER,vancomycin resistance protein,G12WB-2305,CCI-PM-BAC-POS-GP
G12WB-1019-MONOMER,transcriptional regulator,G12WB-1019,
G12WB-3846-MONOMER,adenylosuccinate synthetase,G12WB-3846,CCI-CYTOSOL-GP
G12WB-665-MONOMER,RNA methyltransferase,G12WB-665,
G12WB-2641-MONOMER,"fructose-mannitol family PTS, enzyme IIC component",G12WB-2641,CCI-PM-BAC-POS-GP
G12WB-2978-MONOMER,"multidrug family ABC transporter, ATP-binding/membrane protein",G12WB-2978,CCI-PM-BAC-POS-GP
G12WB-3311-MONOMER,hypothetical protein,G12WB-3311,
G12WB-1587-MONOMER,dihydropteroate synthase,G12WB-1587,
G12WB-3488-MONOMER,hypothetical protein,G12WB-3488,
G12WB-1943-MONOMER,nitrite and sulfite reductase subunit,G12WB-1943,
G12WB-2290-MONOMER,signaling protein,G12WB-2290,CCI-PM-BAC-POS-GP
G12WB-1004-MONOMER,hypothetical protein,G12WB-1004,CCI-PM-BAC-POS-GP
G12WB-3828-MONOMER,hypothetical protein,G12WB-3828,
G12WB-649-MONOMER,CheY-like chemosensory protein,G12WB-649,
G12WB-2627-MONOMER,ArsR family transcriptional regulator,G12WB-2627,
G12WB-1343-MONOMER,diamine N-acetyltransferase,G12WB-1343,
G12WB-2963-MONOMER,membrane protein,G12WB-2963,CCI-PM-BAC-POS-GP
G12WB-990-MONOMER,glucose-1-phosphate adenylyltransferase,G12WB-990,
G12WB-3297-MONOMER,fructose-mannitol family PTS enzyme II,G12WB-3297,CCI-PM-BAC-POS-GP
G12WB-1572-MONOMER,hypothetical protein,G12WB-1572,CCI-PM-BAC-POS-GP
G12WB-3473-MONOMER,trigger factor,G12WB-3473,CCI-CYTOSOL-GP
G12WB-1928-MONOMER,lipoprotein,G12WB-1928,
G12WB-2276-MONOMER,hypothetical protein,G12WB-2276,
G12WB-3813-MONOMER,dihydrodipicolinate synthase 4,G12WB-3813,CCI-CYTOSOL-GP
G12WB-633-MONOMER,two-component sensor histidine kinase,G12WB-633,CCI-PM-BAC-POS-GP
G12WB-2612-MONOMER,"putative transporter, major facilitator superfamily",G12WB-2612,CCI-PM-BAC-POS-GP
G12WB-1329-MONOMER,stage III sporulation protein AG,G12WB-1329,CCI-PM-BAC-POS-GP
G12WB-2949-MONOMER,LmbE-like deacetylase,G12WB-2949,
G12WB-976-MONOMER,DNA-binding domain-containing protein,G12WB-976,
G12WB-3282-MONOMER,AbrB family transcriptional regulator,G12WB-3282,
G12WB-1558-MONOMER,diguanylate kinase signaling protein,G12WB-1558,
G12WB-3459-MONOMER,hypothetical protein,G12WB-3459,CCI-PM-BAC-POS-GP
G12WB-1913-MONOMER,glyceraldehyde-3-phosphate dehydrogenase,G12WB-1913,
G12WB-2261-MONOMER,MATE family efflux transporter,G12WB-2261,CCI-PM-BAC-POS-GP
G12WB-3799-MONOMER,hypothetical protein,G12WB-3799,
G12WB-616-MONOMER,reverse transcriptase/maturase/endonuclease,G12WB-616,
G12WB-2597-MONOMER,ribosome-associated sigma 54 modulation protein,G12WB-2597,CCI-CYTOSOL-GP
G12WB-1314-MONOMER,acyl carrier protein,G12WB-1314,CCI-CYTOSOL-GP
G12WB-2934-MONOMER,glycerophosphotransferase,G12WB-2934,CCI-PM-BAC-POS-GP
G12WB-960-MONOMER,NifU-like protein,G12WB-960,CCI-CYTOSOL-GP
G12WB-3268-MONOMER,transaldolase,G12WB-3268,
G12WB-1543-MONOMER,"ABC transporter, ATP-binding protein",G12WB-1543,
G12WB-3444-MONOMER,"mannose-fructose-sorbose family PTS, enzyme IIC component",G12WB-3444,CCI-PM-BAC-POS-GP
G12WB-1899-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1899,CCI-PM-BAC-POS-GP
G12WB-2247-MONOMER,cell division GTPase,G12WB-2247,
G12WB-3784-MONOMER,S-adenosyl-L-methionine dependent methionine synthase,G12WB-3784,
G12WB-600-MONOMER,small multidrug resistance SugE-like protein,G12WB-600,CCI-PM-BAC-POS-GP
G12WB-2582-MONOMER,IclR family transcriptional regulator,G12WB-2582,
G12WB-130-MONOMER,50S ribosomal protein L2,G12WB-130,CCI-RIBOSOME-GP
G12WB-292-MONOMER,orotate phosphoribosyltransferase,G12WB-292,
G12WB-946-MONOMER,acetyltransferase,G12WB-946,
G12WB-3253-MONOMER,putative amino acid transporter,G12WB-3253,CCI-PM-BAC-POS-GP
G12WB-1529-MONOMER,endoribonuclease,G12WB-1529,
G12WB-343-MONOMER,glycosyltransferase,G12WB-343,
G12WB-1883-MONOMER,two-component response regulator,G12WB-1883,
G12WB-2232-MONOMER,xanthine dehydrogenase FAD-binding subunit XdhB,G12WB-2232,
G12WB-377-MONOMER,hypothetical protein,G12WB-377,CCI-PM-BAC-POS-GP
G12WB-585-MONOMER,MarR family transcriptional regulator,G12WB-585,
G12WB-2568-MONOMER,"glucitol family PTS, enzyme IIB component",G12WB-2568,CCI-PM-BAC-POS-GP
G12WB-1285-MONOMER,hypothetical protein,G12WB-1285,CCI-PM-BAC-POS-GP
G12WB-2905-MONOMER,ubiquinone biosynthesis protein,G12WB-2905,CCI-PM-BAC-POS-GP
G12WB-931-MONOMER,two-component sensor histidine kinase,G12WB-931,
G12WB-3239-MONOMER,membrane protein,G12WB-3239,CCI-PM-BAC-POS-GP
G12WB-1514-MONOMER,transcriptional regulator,G12WB-1514,
G12WB-3415-MONOMER,polysaccharide deacetylase,G12WB-3415,CCI-PM-BAC-POS-GP
G12WB-1867-MONOMER,AraC family transcriptional regulator,G12WB-1867,
G12WB-2218-MONOMER,hypothetical protein,G12WB-2218,
G12WB-3755-MONOMER,sporulation-specific protease,G12WB-3755,
G12WB-569-MONOMER,membrane protein,G12WB-569,CCI-PM-BAC-POS-GP
G12WB-2553-MONOMER,cell wall hydrolase,G12WB-2553,
G12WB-127-MONOMER,50S ribosomal protein L3,G12WB-127,CCI-RIBOSOME-GP
G12WB-2890-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-2890,
G12WB-917-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-917,
G12WB-3224-MONOMER,peptidase,G12WB-3224,
G12WB-150-MONOMER,50S ribosomal protein L14E/L6E/L27E-like protein,G12WB-150,CCI-RIBOSOME-GP
G12WB-3400-MONOMER,sigma-54 interacting protein,G12WB-3400,
G12WB-1851-MONOMER,hypothetical protein,G12WB-1851,
G12WB-2203-MONOMER,diaminopimelate decarboxylase,G12WB-2203,
G12WB-3740-MONOMER,tRNA-dihydrouridine synthase,G12WB-3740,
G12WB-553-MONOMER,"2,4-diaminopentanoate dehydrogenase",G12WB-553,
G12WB-2539-MONOMER,peptidoglycan-binding/hydrolysing protein,G12WB-2539,
G12WB-1254-MONOMER,AraC family transcriptional regulator,G12WB-1254,
G12WB-2876-MONOMER,polysaccharide deacetylase,G12WB-2876,
G12WB-902-MONOMER,hypothetical protein,G12WB-902,
G12WB-321-MONOMER,phosphoribosylaminoimidazole carboxylase catalytic subunit,G12WB-321,
G12WB-1485-MONOMER,"cationic antimicrobial peptide ABC exporter, membrane subunit",G12WB-1485,CCI-PM-BAC-POS-GP
G12WB-3386-MONOMER,methyltransferase,G12WB-3386,
G12WB-1835-MONOMER,dinitrogenase iron-molybdenum cofactor,G12WB-1835,
EG50003-MONOMER,apo-[acyl carrier protein],,
G12WB-219-MONOMER,4Fe-4S binding domain-containing protein,G12WB-219,
G12WB-3723-MONOMER,spore maturation protein A,G12WB-3723,CCI-PM-BAC-POS-GP
G12WB-537-MONOMER,membrane protein,G12WB-537,CCI-PM-BAC-POS-GP
G12WB-2524-MONOMER,hypothetical protein,G12WB-2524,
G12WB-124-MONOMER,elongation factor G,G12WB-124,CCI-CYTOSOL-GP
G12WB-2859-MONOMER,hypothetical protein,G12WB-2859,
G12WB-888-MONOMER,membrane protein,G12WB-888,CCI-PM-BAC-POS-GP
G12WB-3195-MONOMER,thioredoxin,G12WB-3195,
G12WB-1470-MONOMER,MarR family transcriptional regulator,G12WB-1470,
G12WB-3371-MONOMER,nitroreductase,G12WB-3371,
G12WB-1819-MONOMER,membrane protein,G12WB-1819,CCI-PM-BAC-POS-GP
G12WB-2175-MONOMER,N-carbamoyl-L-amino acid hydrolase,G12WB-2175,
G12WB-3709-MONOMER,"iron family ABC transporter, substrate-binding protein",G12WB-3709,
G12WB-521-MONOMER,conjugative transposon protein,G12WB-521,CCI-PM-BAC-POS-GP
G12WB-251-MONOMER,"putative riboflavin ECF transporter, S component",G12WB-251,CCI-PM-BAC-POS-GP
G12WB-1225-MONOMER,mobilization protein,G12WB-1225,
G12WB-2844-MONOMER,hypoxanthine phosphoribosyltransferase,G12WB-2844,CCI-CYTOSOL-GP
G12WB-872-MONOMER,putative Ca<sup>2</sup>:Na<sup>+</sup> antiporter,G12WB-872,CCI-PM-BAC-POS-GP
G12WB-3180-MONOMER,PTS operon transcription antiterminator,G12WB-3180,
G12WB-1456-MONOMER,sporulation protein,G12WB-1456,
G12WB-1803-MONOMER,hypothetical protein,G12WB-1803,
G12WB-2160-MONOMER,dihydroxy-acid dehydratase,G12WB-2160,
G12WB-3694-MONOMER,pilin protein,G12WB-3694,CCI-PM-BAC-POS-GP // CCI-PILUS-GP
G12WB-2495-MONOMER,succinyl-CoA:coenzyme A transferase,G12WB-2495,
G12WB-1210-MONOMER,putative Zn<sup>2+</sup>/Fe<sup>2+</sup> transporter ZupT,G12WB-1210,CCI-PM-BAC-POS-GP
G12WB-283-MONOMER,cyclopropane-fatty-acyl-phospholipid synthase,G12WB-283,
G12WB-508-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-508,
G12WB-858-MONOMER,membrane protein,G12WB-858,CCI-PM-BAC-POS-GP
G12WB-3166-MONOMER,hydrolase/isomerase/hydratase,G12WB-3166,
G12WB-1441-MONOMER,ribosome maturation factor RimP,G12WB-1441,CCI-CYTOSOL-GP
G12WB-1787-MONOMER,"putative iron-siderophore ABC transporter, membrane subunit",G12WB-1787,CCI-PM-BAC-POS-GP
G12WB-2146-MONOMER,intracellular serine protease,G12WB-2146,
G12WB-368-MONOMER,flagellar biosynthesis regulator FlhF,G12WB-368,CCI-PM-BAC-POS-GP
G12WB-2480-MONOMER,PTS operon transcription antiterminator,G12WB-2480,CCI-PM-BAC-POS-GP
G12WB-1196-MONOMER,GntR family transcriptional regulator,G12WB-1196,
G12WB-2815-MONOMER,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",G12WB-2815,CCI-CYTOSOL-GP
G12WB-493-MONOMER,glucose-glucoside family PTS enzyme II,G12WB-493,CCI-PM-BAC-POS-GP
G12WB-842-MONOMER,radical SAM superfamily protein,G12WB-842,
G12WB-3151-MONOMER,undecaprenyl pyrophosphate phosphatase,G12WB-3151,CCI-PM-BAC-POS-GP
G12WB-1427-MONOMER,AraC family transcriptional regulator,G12WB-1427,
G12WB-1771-MONOMER,asparagine synthetase,G12WB-1771,
G12WB-2131-MONOMER,membrane protein,G12WB-2131,CCI-PM-BAC-POS-GP
G12WB-3665-MONOMER,release factor glutamine methyltransferase,G12WB-3665,
G12WB-2466-MONOMER,hypothetical protein,G12WB-2466,
G12WB-1181-MONOMER,hypothetical protein,G12WB-1181,CCI-BAC-NUCLEOID-GP
G12WB-280-MONOMER,carbon monoxide dehydrogenase,G12WB-280,
G12WB-477-MONOMER,conjugative transposon protein,G12WB-477,CCI-PM-BAC-POS-GP
G12WB-828-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase accessory protein,G12WB-828,
G12WB-3137-MONOMER,"putative biotin ECF transporter, S component",G12WB-3137,CCI-PM-BAC-POS-GP
G12WB-1411-MONOMER,acetyltransferase,G12WB-1411,
G12WB-1755-MONOMER,diguanylate kinase signaling protein,G12WB-1755,CCI-PM-BAC-POS-GP
G12WB-2116-MONOMER,RNA-binding protein Hfq,G12WB-2116,
G12WB-3650-MONOMER,"F<sub>o</sub>F<sub>1</sub> ATP synthase, &alpha; subunit",G12WB-3650,CCI-PM-BAC-POS-GP
G12WB-2450-MONOMER,hypothetical protein,G12WB-2450,
G12WB-1167-MONOMER,phosphodiesterase,G12WB-1167,
G12WB-2785-MONOMER,hypothetical protein,G12WB-2785,
G12WB-461-MONOMER,membrane protein,G12WB-461,CCI-PM-BAC-POS-GP
G12WB-813-MONOMER,U32 family peptidase,G12WB-813,
G12WB-3122-MONOMER,V-type ATP synthase subunit C,G12WB-3122,
G12WB-1397-MONOMER,FMN-dependent dehydrogenase,G12WB-1397,
G12WB-1739-MONOMER,hydroxyethylthiazole kinase,G12WB-1739,
G12WB-2100-MONOMER,4Fe-4S binding protein,G12WB-2100,CCI-PM-BAC-POS-GP
G12WB-3636-MONOMER,5-formyltetrahydrofolate cyclo-ligase,G12WB-3636,
G12WB-2436-MONOMER,PTS operon transcription antiterminator,G12WB-2436,CCI-PM-BAC-POS-GP
G12WB-1149-MONOMER,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,G12WB-1149,CCI-PM-BAC-POS-GP
G12WB-2770-MONOMER,cell-division initiation protein DivIVA,G12WB-2770,CCI-CYTOSOL-GP
G12WB-4507-MONOMER,Conserved hypothetical protein,G12WB-4507,
G12WB-8-MONOMER,hypothetical protein,G12WB-8,CCI-PM-BAC-POS-GP
G12WB-3108-MONOMER,bacteriophage resistance protein,G12WB-3108,
G12WB-1382-MONOMER,radical SAM protein,G12WB-1382,
G12WB-1723-MONOMER,N-acetylglucosamine kinase NAGK-like,G12WB-1723,
G12WB-2085-MONOMER,transfer RNA (guanine-N(7)-)-methyltransferase,G12WB-2085,
G12WB-3621-MONOMER,M24 family peptidase,G12WB-3621,
G12WB-2421-MONOMER,oxidoreductase,G12WB-2421,CCI-PM-BAC-POS-GP
G12WB-1134-MONOMER,hypothetical protein,G12WB-1134,
G12WB-2756-MONOMER,transcriptional regulator,G12WB-2756,
G12WB-4448-MONOMER,"Selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family (sarcosine reductase)",G12WB-4448,
G12WB-785-MONOMER,acetyltransferase,G12WB-785,
G12WB-3093-MONOMER,endodeoxyribonuclease RusA-like,G12WB-3093,
G12WB-1368-MONOMER,hypothetical protein,G12WB-1368,
G12WB-1707-MONOMER,MarR family transcriptional regulator,G12WB-1707,
G12WB-2068-MONOMER,ethanolamine utilization protein EutH,G12WB-2068,CCI-PM-BAC-POS-GP
G12WB-3607-MONOMER,cobalt-precorrin-8X methylmutase,G12WB-3607,
G12WB-2407-MONOMER,hypothetical protein,G12WB-2407,
G12WB-112-MONOMER,50S ribosomal protein L33,G12WB-112,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G12WB-2741-MONOMER,peptide deformylase 2,G12WB-2741,
G12WB-4383-MONOMER,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf20",G12WB-4383,
G12WB-770-MONOMER,holin-like pore-forming protein,G12WB-770,CCI-PM-BAC-POS-GP
G12WB-3079-MONOMER,major capsid protein,G12WB-3079,
G12WB-1692-MONOMER,Imidazole glycerol phosphate synthase subunit HisF,G12WB-1692,CCI-CYTOSOL-GP
G12WB-2052-MONOMER,ethanolamine carboxysome structural protein EutS,G12WB-2052,
G12WB-359-MONOMER,flagellar protein FlbD,G12WB-359,
G12WB-3587-MONOMER,nucleotide pyrophosphatase,G12WB-3587,
G12WB-2390-MONOMER,RpiR family transcriptional regulator,G12WB-2390,
G12WB-1102-MONOMER,hydrolase,G12WB-1102,
G12WB-2724-MONOMER,"putative 2-<i>O</i>-&alpha;-mannosyl-D-glycerate specific PTS, enzyme IIC component",G12WB-2724,CCI-PM-BAC-POS-GP
G12WB-432-MONOMER,hypothetical protein,G12WB-432,
G12WB-753-MONOMER,two-component sensor histidine kinase,G12WB-753,
G12WB-3061-MONOMER,tail protein,G12WB-3061,
G12WB-1673-MONOMER,3-mercaptopyruvate sulfurtransferase,G12WB-1673,
G12WB-3572-MONOMER,NUDIX family hydrolase,G12WB-3572,
G12WB-2036-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-2036,CCI-PM-BAC-POS-GP
G12WB-2376-MONOMER,hypothetical protein,G12WB-2376,
G12WB-1089-MONOMER,hypothetical protein,G12WB-1089,
G12WB-4236-MONOMER,lysophospholipase,G12WB-4236,
G12WB-739-MONOMER,MATE family efflux transporter,G12WB-739,CCI-PM-BAC-POS-GP
G12WB-3047-MONOMER,diguanylate kinase signaling protein,G12WB-3047,CCI-PM-BAC-POS-GP
G12WB-1657-MONOMER,acyltransferase,G12WB-1657,
G12WB-3558-MONOMER,antirestriction protein,G12WB-3558,
G12WB-2020-MONOMER,"ABC transporter, membrane protein",G12WB-2020,CCI-PM-BAC-POS-GP
G12WB-2360-MONOMER,membrane protein,G12WB-2360,CCI-PM-BAC-POS-GP
G12WB-1074-MONOMER,hypothetical protein,G12WB-1074,
G12WB-408-MONOMER,"putative ribose ABC transporter, membrane subunit",G12WB-408,CCI-PM-BAC-POS-GP
G12WB-724-MONOMER,TetR family transcriptional regulator,G12WB-724,
G12WB-2698-MONOMER,membrane-bound O-acyl transferase,G12WB-2698,CCI-PM-BAC-POS-GP
G12WB-3032-MONOMER,D-galactate dehydratase/altronate hydrolase,G12WB-3032,
G12WB-3367-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-3367,
G12WB-1641-MONOMER,MATE family efflux transporter,G12WB-1641,CCI-PM-BAC-POS-GP
G12WB-3543-MONOMER,conjugative transposon protein,G12WB-3543,
G12WB-2004-MONOMER,DNA topoisomerase,G12WB-2004,
G12WB-2346-MONOMER,phosphoesterase,G12WB-2346,
G12WB-106-MONOMER,ribonuclease III,G12WB-106,CCI-CYTOSOL-GP
G12WB-392-MONOMER,"mannose-fructose-sorbose family PTS, enzyme IIB component",G12WB-392,CCI-CYTOSOL-GP
G12WB-709-MONOMER,hypothetical protein,G12WB-709,
G12WB-2683-MONOMER,hypothetical protein,G12WB-2683,
G12WB-3018-MONOMER,membrane protein,G12WB-3018,CCI-PM-BAC-POS-GP
G12WB-3352-MONOMER,regulatory endoribonuclease,G12WB-3352,
G12WB-1627-MONOMER,"putative methionine ABC transporter, membrane subunit",G12WB-1627,CCI-PM-BAC-POS-GP
G12WB-3529-MONOMER,two-component response regulator,G12WB-3529,
G12WB-1989-MONOMER,membrane protein,G12WB-1989,CCI-PM-BAC-POS-GP
G12WB-2331-MONOMER,"cystine/amino acid family ABC transporter, substrate-binding protein",G12WB-2331,
G12WB-1045-MONOMER,hypothetical protein,G12WB-1045,
G12WB-3873-MONOMER,50S ribosomal protein L34,G12WB-3873,CCI-RIBOSOME-GP
G12WB-694-MONOMER,hypothetical protein,G12WB-694,CCI-PM-BAC-POS-GP
G12WB-2669-MONOMER,aspartate aminotransferase,G12WB-2669,
G12WB-3003-MONOMER,zinc-binding dehydrogenase,G12WB-3003,
G12WB-3338-MONOMER,triosephosphate isomerase,G12WB-3338,CCI-CYTOSOL-GP
G12WB-1612-MONOMER,hydrolase,G12WB-1612,
G12WB-3514-MONOMER,conjugative transposon protein,G12WB-3514,
G12WB-1973-MONOMER,two-component sensor histidine kinase KdpD,G12WB-1973,CCI-PM-BAC-POS-GP
G12WB-2317-MONOMER,membrane protein,G12WB-2317,CCI-PM-BAC-POS-GP
G12WB-1030-MONOMER,hypothetical protein,G12WB-1030,
G12WB-3858-MONOMER,hypothetical protein,G12WB-3858,
G12WB-678-MONOMER,tRNA (cytidine(34)-2'-O)-methyltransferase,G12WB-678,CCI-CYTOSOL-GP
