Proteins	Common-Name	Genes of polypeptide, complex, or RNA	Locations
CPLX2G6Z-213	energy transducing Ton complex 2	FY484_RS07770 // FY484_RS07775 // FY484_RS07765 // FY484_RS07780	
FY484_RS16015-MONOMER	DUF3465 domain-containing protein	FY484_RS16015	
CPLX2G6Z-195	ATP synthase F<sub>o</sub> complex	FY484_RS13805 // FY484_RS13800 // FY484_RS13810	
FY484_RS08395-MONOMER	cystathionine beta-lyase	FY484_RS08395	
CPLX2G6Z-180	Tol-Pal cell envelope complex	FY484_RS09200 // FY484_RS09205 // FY484_RS09190 // FY484_RS09195 // FY484_RS09185	
FY484_RS18100-MONOMER	LysR family transcriptional regulator	FY484_RS18100	
CPLX2G6Z-166	type II secretion system secretin GspD	FY484_RS13570	
FY484_RS02325-MONOMER	putative transporter, threonine/serine exporter family	FY484_RS02325	CCI-PM-BAC-NEG-GN
CPLX2G6Z-149	GroEL-GroES chaperonin complex	FY484_RS18050 // FY484_RS18055	
FY484_RS11770-MONOMER	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	FY484_RS11770	
CPLX2G6Z-132	cytochrome <i>bc</i><sub>1</sub> complex	FY484_RS03065 // FY484_RS03060 // FY484_RS03055	
FY484_RS04390-MONOMER	SsrA-binding protein SmpB	FY484_RS04390	CCI-CYTOSOL-GN
CPLX2G6Z-117	thiamine ABC transporter	FY484_RS12645 // FY484_RS12635 // FY484_RS12640	
FY484_RS13770-MONOMER	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	FY484_RS13770	CCI-CYTOSOL-GN
CPLX-7944	bifunctional isochorismate lyase/aryl carrier protein VibB	FY484_RS04015	
FY484_RS06365-MONOMER	DNA topoisomerase (ATP-hydrolyzing) subunit A	FY484_RS06365	CCI-CYTOSOL-GN
CPLX4-495	cholera toxin B subunit pentamer	FY484_RS07325	
FY484_RS00085-MONOMER	Hsp20 family protein	FY484_RS00085	
CPLX2G6Z-8	exodeoxyribonuclease	FY484_RS11560 // FY484_RS11565 // FY484_RS11570	
FY484_RS15895-MONOMER	PhzF family phenazine biosynthesis protein	FY484_RS15895	CCI-CYTOSOL-GN
CPLX2G6Z-60	DNA topoisomerase (ATP-hydrolyzing)	FY484_RS00070 // FY484_RS06365	
FY484_RS08315-MONOMER	putative transporter, Mg<sup>2+</sup> transporter-E family	FY484_RS08315	CCI-PM-BAC-NEG-GN
CPLX2G6Z-39	oligopeptide ABC transporter	FY484_RS05570 // FY484_RS05565 // FY484_RS05560 // FY484_RS05575 // FY484_RS05580	
FY484_RS18020-MONOMER	trypsin-like peptidase domain-containing protein	FY484_RS18020	
CPLX2G6Z-230	nucleoside:Na<sup>+</sup> symporter	FY484_RS11700	
FY484_RS02240-MONOMER	metalloprotease TldD	FY484_RS02240	CCI-CYTOSOL-GN
CPLX2G6Z-210	Lon protease	FY484_RS09600	
FY484_RS11690-MONOMER	deoxyribose-phosphate aldolase	FY484_RS11690	CCI-CYTOSOL-GN
CPLX2G6Z-192	flagellum	FY484_RS10980 // FY484_RS10985 // FY484_RS10990 // FY484_RS11005 // FY484_RS11010 // FY484_RS10595 // FY484_RS10600 // FY484_RS10635 // FY484_RS04585 // FY484_RS08835 // FY484_RS10640 // FY484_RS10975 // FY484_RS10955 // FY484_RS10685 // FY484_RS10950 // FY484_RS10690 // FY484_RS10695 // FY484_RS10675 // FY484_RS10995 // FY484_RS10645 // FY484_RS10960 // FY484_RS10965	
FY484_RS04300-MONOMER	toxin-coregulated pilus basal body protein TcpR	FY484_RS04300	CCI-PM-BAC-NEG-GN
CPLX2G6Z-178	Sec translocon accessory complex	FY484_RS03880 // FY484_RS03875 // FY484_RS03870	
FY484_RS06275-MONOMER	cobalamin-5&prime;-phosphate synthase	FY484_RS06275	CCI-PM-BAC-NEG-GN
CPLX2G6Z-163	oxaloacetate decarboxylase Na<sup>+</sup> pump-1	FY484_RS02950 // FY484_RS02955 // FY484_RS02960	
FY484_RS13635-MONOMER	DUF4124 domain-containing protein	FY484_RS13635	
CPLX2G6Z-146	anaerobic fatty acid &beta;-oxidation complex	FY484_RS05340 // FY484_RS05345	
FY484_RS15785-MONOMER	hypothetical protein	FY484_RS15785	CCO-MEMBRANE
CPLX2G6Z-13	fumarate reductase	FY484_RS13200 // FY484_RS13205 // FY484_RS13210 // FY484_RS13215	
FY484_RS08225-MONOMER	DEAD/DEAH box helicase	FY484_RS08225	
CPLX2G6Z-112	vibriobactin efflux pump	FY484_RS04705 // FY484_RS04700 // FY484_RS12115	
FY484_RS17930-MONOMER	IS3-like element ISVch4 family transposase	FY484_RS17930	
CPLX2G6Z-95	maltose ABC transporter	FY484_RS18640 // FY484_RS18645 // FY484_RS18655 // FY484_RS18650	
FY484_RS02160-MONOMER	mannose-sensitive hemagglutinin, MshG protein	FY484_RS02160	CCI-PM-BAC-NEG-GN
CPLX2G6Z-75	ABC transporter	FY484_RS18205 // FY484_RS18210	
FY484_RS11610-MONOMER	putative transporter, metal ion transporter family	FY484_RS11610	CCI-PM-BAC-NEG-GN
CPLX2G6Z-56	excinuclease ABC	FY484_RS06155 // FY484_RS05200 // FY484_RS02100	
FY484_RS04205-MONOMER	DEAD/DEAH box helicase family protein	FY484_RS04205	
CPLX2G6Z-35	imidazole glycerol phosphate synthase	FY484_RS05780 // FY484_RS05790	
FY484_RS06185-MONOMER	diguanylate cyclase	FY484_RS06185	CCI-PM-BAC-NEG-GN
CPLX2G6Z-223	FhuA-TonB2 ferrichrome transporter	FY484_RS07780 // FY484_RS07765 // FY484_RS07775 // FY484_RS07770 // FY484_RS01065	
FY484_RS13555-MONOMER	type II secretion system major pseudopilin GspG	FY484_RS13555	CCI-PM-BAC-NEG-GN
CPLX2G6Z-207	cydDC family efflux transporter	FY484_RS05990 // FY484_RS05995	
FY484_RS15665-MONOMER	DUF3465 domain-containing protein	FY484_RS15665	
CPLX2G6Z-19	cytochrome <i>bd</i>-II ubiquinol oxidase	FY484_RS18285 // FY484_RS18290 // FY484_RS18295	
FY484_RS08135-MONOMER	putative transporter, major facilitator superfamily	FY484_RS08135	CCO-MEMBRANE
CPLX2G6Z-175	glycine cleavage system	FY484_RS15140 // FY484_RS15120 // FY484_RS15125 // FY484_RS11990	
FY484_RS17860-MONOMER	5-oxoprolinase subunit PxpB	FY484_RS17860	
CPLX2G6Z-16	anaerobic glycerol-3-phosphate dehydrogenase	FY484_RS17710 // FY484_RS17715 // FY484_RS17720	
FY484_RS02080-MONOMER	cobalamin-dependent methionine synthase	FY484_RS02080	CCI-CYTOSOL-GN
CPLX2G6Z-143	N-acetylmuramic acid-specific PTS enzyme II	FY484_RS01100 // FY484_RS04935	
FY484_RS11530-MONOMER	cysteine desulfurase sulfur acceptor subunit CsdE	FY484_RS11530	
CPLX2G6Z-127	tripartite efflux pump VexCD-TolC	FY484_RS12115 // FY484_RS08805 // FY484_RS08800	
FY484_RS04120-MONOMER	oxaloacetate decarboxylase Na<sup>+</sup> pump-2, &gamma; subunit	FY484_RS04120	CCI-PM-BAC-NEG-GN
CPLX2G6Z-11	phenylalanine--tRNA ligase	FY484_RS06195 // FY484_RS06200	
FY484_RS06080-MONOMER	isoprenylcysteine carboxylmethyltransferase family protein	FY484_RS06080	CCO-MEMBRANE
CPLX2G6Z-90	putative amino acid ABC transporter	FY484_RS06855 // FY484_RS06860 // FY484_RS06865 // FY484_RS06870	
FY484_RS11515-MONOMER	2-dehydropantoate 2-reductase	FY484_RS11515	CCI-CYTOSOL-GN
CPLX2G6Z-71	ABC transporter	FY484_RS09315 // FY484_RS09320 // FY484_RS09325 // FY484_RS09330	
FY484_RS04105-MONOMER	sensor histidine kinase	FY484_RS04105	CCI-PM-BAC-NEG-GN
CPLX2G6Z-52	ribose ABC transporter	FY484_RS14445 // FY484_RS14435 // FY484_RS14440	
FY484_RS06065-MONOMER	DUF2786 domain-containing protein	FY484_RS06065	
CPLX2G6Z-32	HslU--HslV peptidase ATPase	FY484_RS13290 // FY484_RS13295	
FY484_RS13455-MONOMER	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	FY484_RS13455	
CPLX2G6Z-220	ViuA-TonB1 vibriobactin transporter	FY484_RS18490 // FY484_RS18495 // FY484_RS18500 // FY484_RS11065	
FY484_RS15545-MONOMER	VOC family protein	FY484_RS15545	
CPLX2G6Z-202	nucleoside-diphosphate kinase dimer	FY484_RS03940	
FY484_RS08040-MONOMER	hypothetical protein	FY484_RS08040	
CPLX2G6Z-187	motB dimer	FY484_RS08835	
FY484_RS17740-MONOMER	lipase	FY484_RS17740	
CPLX2G6Z-172	penicillin-binding protein 1B complex	FY484_RS03185 // FY484_RS09475	
FY484_RS11430-MONOMER	FAD:protein FMN transferase	FY484_RS11430	CCI-PM-BAC-NEG-GN
CPLX2G6Z-157	Na<sup>+</sup>-independent protein translocation factor	FY484_RS17455 // FY484_RS17460	
FY484_RS04025-MONOMER	vibriobactin-specific isochorismate synthase	FY484_RS04025	
CPLX2G6Z-139	N-acetylglucosamine-specific PTS enzyme II	FY484_RS04935 // FY484_RS05090	
FY484_RS05985-MONOMER	23S rRNA pseudouridine(2605) synthase RluB	FY484_RS05985	
CPLX2G6Z-124	putative ABC transporter	FY484_RS08460 // FY484_RS08455 // FY484_RS08450 // FY484_RS08445 // FY484_RS08440	
FY484_RS13370-MONOMER	response regulator	FY484_RS13370	CCI-CYTOSOL-GN
CPLX2G6Z-10	DNA-directed RNA polymerase, core enzyme	FY484_RS01720 // FY484_RS01725 // FY484_RS12795	
FY484_RS15445-MONOMER	VOC family protein	FY484_RS15445	
CPLX2G6Z-88	methionine ABC transporter	FY484_RS04645 // FY484_RS04655 // FY484_RS04650	
FY484_RS07950-MONOMER	ankyrin repeat domain-containing protein	FY484_RS07950	
CPLX2G6Z-68	ABC transporter	FY484_RS08190 // FY484_RS08195	
FY484_RS01890-MONOMER	FKBP-type peptidyl-prolyl cis-trans isomerase	FY484_RS01890	
CPLX2G6Z-5	sulfate adenylyltransferase	FY484_RS12735 // FY484_RS12740	
FY484_RS17655-MONOMER	quorum sensing histidine kinase LuxQ	FY484_RS17655	CCI-PM-BAC-NEG-GN
CPLX2G6Z-3	assimilatory sulfite reductase (NADPH)	FY484_RS02030 // FY484_RS02035	
FY484_RS11350-MONOMER	transcriptional regulator NrdR	FY484_RS11350	
CPLX2G6Z-217	HasR-TonB2 heme transporter	FY484_RS07780 // FY484_RS07765 // FY484_RS07775 // FY484_RS07770 // FY484_RS17135	
FY484_RS03940-MONOMER	nucleoside-diphosphate kinase monomer	FY484_RS03940	CCI-CYTOSOL-GN
CPLX2G6Z-2	acetolactate synthase III	FY484_RS12340 // FY484_RS12345	
FY484_RS13290-MONOMER	HslU--HslV peptidase ATPase subunit	FY484_RS13290	CCI-CYTOSOL-GN
CPLX2G6Z-184	flagellar basal body L-ring	FY484_RS10980	
FY484_RS05920-MONOMER	DUF72 domain-containing protein	FY484_RS05920	
CPLX2G6Z-17	cytochrome <i>bd</i>-III ubiquinol oxidase	FY484_RS07880 // FY484_RS07885	
FY484_RS15340-MONOMER	type II toxin-antitoxin system, ParE1 toxin	FY484_RS15340	
CPLX2G6Z-153	acetyl-CoA carboxylase	FY484_RS05110 // FY484_RS11215	
FY484_RS07865-MONOMER	ABC-type macrolide efflux pump membrane protein	FY484_RS07865	CCI-PM-BAC-NEG-GN
CPLX2G6Z-136		FY484_RS07850	
FY484_RS01770-MONOMER	putative transporter, divalent anion:Na<sup>+</sup> symporter family	FY484_RS01770	CCO-MEMBRANE
CPLX2G6Z-120	putative ABC transporter complex	FY484_RS16970 // FY484_RS16975 // FY484_RS16985 // FY484_RS16980	
FY484_RS17570-MONOMER	H-NOX associated histidine kinase	FY484_RS17570	
CPLX2G6Z-84	lipoprotein release complex	FY484_RS09430 // FY484_RS09420 // FY484_RS09425	
FY484_RS19520-MONOMER	DUF3265 domain-containing protein	FY484_RS19520	
CPLX2G6Z-64	<i>N,N'</i>-diaccetylchitobiose ABC transporter	FY484_RS03275 // FY484_RS03270 // FY484_RS03265 // FY484_RS03260 // FY484_RS03255	
FY484_RS11270-MONOMER	phosphatidate cytidylyltransferase	FY484_RS11270	CCI-PM-BAC-NEG-GN
CPLX2G6Z-44	phosphonate ABC transporter	FY484_RS17030 // FY484_RS17035 // FY484_RS17025	
FY484_RS03855-MONOMER	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	FY484_RS03855	CCI-CYTOSOL-GN
CPLX2G6Z-27	glutamate synthase 1	FY484_RS11800 // FY484_RS11805	
FY484_RS13205-MONOMER	fumarate reductase iron-sulfur protein	FY484_RS13205	CCI-PM-BAC-NEG-GN
CPLX2G6Z-214	ferric iron reductase VciB	FY484_RS01470	
FY484_RS05840-MONOMER	MurR/RpiR family transcriptional regulator	FY484_RS05840	
CPLX2G6Z-196	ATP synthase F<sub>1</sub> complex	FY484_RS13775 // FY484_RS13795 // FY484_RS13785 // FY484_RS13780 // FY484_RS13790	
FY484_RS15225-MONOMER	hypothetical protein	FY484_RS15225	
CPLX2G6Z-181	flagellar hook-filament junction	FY484_RS10965 // FY484_RS10960	
FY484_RS07785-MONOMER	DUF3450 domain-containing protein	FY484_RS07785	
CPLX2G6Z-167	type II secretion system	FY484_RS13525 // FY484_RS13530 // FY484_RS13535 // FY484_RS13540 // FY484_RS13545 // FY484_RS13550 // FY484_RS13555 // FY484_RS13560 // FY484_RS13565 // FY484_RS13570 // FY484_RS13575	
FY484_RS01690-MONOMER	preprotein translocase subunit SecE	FY484_RS01690	CCI-PM-BAC-NEG-GN
CPLX2G6Z-15	succinate dehydrogenase	FY484_RS10425 // FY484_RS10430 // FY484_RS10440 // FY484_RS10435	
FY484_RS17490-MONOMER	iron-containing alcohol dehydrogenase	FY484_RS17490	CCI-CYTOSOL-GN
CPLX2G6Z-133	Fe<sup>2+</sup> transporter	FY484_RS10370 // FY484_RS10375 // FY484_RS10380	
FY484_RS09750-MONOMER	pentaheme <i>c</i>-type cytochrome	FY484_RS09750	CCI-PM-BAC-NEG-GN // CCI-CW-BAC-NEG-GN
CPLX2G6Z-118	putative DNA polymerase III, preinitiation complex	FY484_RS10055 // FY484_RS04885 // FY484_RS05380	
FY484_RS19420-MONOMER	periplasmic substrate-binding protein	FY484_RS19420	CCI-PERI-BAC-GN
CPLX-7945	vibriobactin-specific 2,3-dihydroxybenzoate-AMP ligase	FY484_RS04020	
FY484_RS11190-MONOMER	endonuclease/exonuclease/phosphatase family protein	FY484_RS11190	CCI-CYTOSOL-GN
CPLX4-496	cholera toxin	FY484_RS07325 // FY484_RS07330	
FY484_RS03775-MONOMER	phosphate regulon transcriptional regulator PhoB	FY484_RS03775	CCI-CYTOSOL-GN
CPLX2G6Z-81	Zn<sup>2+</sup> ABC transporter	FY484_RS10400 // FY484_RS10395 // FY484_RS10390	
FY484_RS13125-MONOMER	peroxiredoxin	FY484_RS13125	CCI-CYTOSOL-GN
CPLX2G6Z-61	ABC transporter	FY484_RS00910 // FY484_RS00915 // FY484_RS00920 // FY484_RS00925	
FY484_RS05760-MONOMER	ATP phosphoribosyltransferase	FY484_RS05760	CCI-CYTOSOL-GN
CPLX2G6Z-4	molybdopterin synthase	FY484_RS05240 // FY484_RS05245	
FY484_RS15130-MONOMER	serine hydroxymethyltransferase 2	FY484_RS15130	CCI-CYTOSOL-GN
CPLX2G6Z-24	ribonucleotide-diphosphate reductase	FY484_RS06350 // FY484_RS06355	
FY484_RS07705-MONOMER	N-acetyl-D-glucosamine kinase	FY484_RS07705	
CPLX2G6Z-211	heme oxygenase (biliverdin-IX-&beta; and &delta;-forming)	FY484_RS18475	
FY484_RS01560-MONOMER	putative transporter, major facilitator superfamily	FY484_RS01560	CCI-PM-BAC-NEG-GN
CPLX2G6Z-193	flagellar type III secretion system	FY484_RS10590 // FY484_RS10585 // FY484_RS10580 // FY484_RS10575 // FY484_RS10570 // FY484_RS10340 // FY484_RS10630 // FY484_RS10620	
FY484_RS17410-MONOMER	histidine kinase	FY484_RS17410	CCI-PM-BAC-NEG-GN
CPLX2G6Z-179	Sec Holo-Translocon	FY484_RS01690 // FY484_RS12820 // FY484_RS03380 // FY484_RS00020 // FY484_RS03870 // FY484_RS03875 // FY484_RS03880	
FY484_RS09650-MONOMER	YdiU family protein	FY484_RS09650	
CPLX2G6Z-164	menaquinol:trimethylamine N-oxide oxidoreductase	FY484_RS08505 // FY484_RS08500 // FY484_RS08510	
FY484_RS19340-MONOMER	cluster III/F7 chemosensory system, histidine kinase CheA3	FY484_RS19340	CCI-CYTOSOL-GN
CPLX2G6Z-147	fatty acid oxidation complex	FY484_RS13750 // FY484_RS13755	
FY484_RS11110-MONOMER	DUF3149 domain-containing protein	FY484_RS11110	CCO-MEMBRANE
CPLX2G6Z-130	tripartite efflux pump VceCAB	FY484_RS07095 // FY484_RS07090 // FY484_RS07085	
FY484_RS03670-MONOMER	peptidoglycan lytic transglycosylase SltY	FY484_RS03670	CCI-PERI-BAC-GN // CCO-MEMBRANE
CPLX2G6Z-113	putative glycerol-3-phosphate ABC transporter	FY484_RS07805 // FY484_RS07795 // FY484_RS07790 // FY484_RS07800	
FY484_RS13045-MONOMER	GlyGly-anchored extracellular deoxyribonuclease Xds	FY484_RS13045	CCO-MEMBRANE
CPLX2G6Z-96	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis	FY484_RS00015 // FY484_RS13835	
FY484_RS05680-MONOMER	hypothetical protein	FY484_RS05680	
CPLX2G6Z-76	nickel ABC transporter	FY484_RS19355 // FY484_RS19360 // FY484_RS19365 // FY484_RS19370	
FY484_RS15045-MONOMER	hypothetical protein	FY484_RS15045	
CPLX2G6Z-58	galactose ABC transporter	FY484_RS06710 // FY484_RS06715 // FY484_RS06705	
FY484_RS07620-MONOMER	molecular chaperone	FY484_RS07620	
CPLX2G6Z-37	spermidine/norspermidine ABC transporter	FY484_RS07170 // FY484_RS07175 // FY484_RS07180 // FY484_RS07160	
FY484_RS01465-MONOMER	methyl-accepting chemotaxis protein	FY484_RS01465	CCI-PM-BAC-NEG-GN
CPLX2G6Z-224	BtuB-TonB1 cobalamin transporter	FY484_RS18490 // FY484_RS18495 // FY484_RS18500 // FY484_RS00790	
FY484_RS17315-MONOMER	beta-phosphoglucomutase family hydrolase	FY484_RS17315	
CPLX2G6Z-208	transcription termination factor Rho	FY484_RS01585	
FY484_RS09565-MONOMER	LapA family protein	FY484_RS09565	CCI-PM-BAC-NEG-GN
CPLX2G6Z-190	flagellar basal body P-ring	FY484_RS10975	
FY484_RS19260-MONOMER	DNA-binding transcriptional regulator VqmA	FY484_RS19260	
CPLX2G6Z-176	CcmAB complex	FY484_RS10275 // FY484_RS10280	
FY484_RS11025-MONOMER	flagellar basal body P-ring formation protein FlgA	FY484_RS11025	CCI-PERI-BAC-GN // CCO-MEMBRANE
CPLX2G6Z-160	sialic acid-specific TRAP transporter	FY484_RS08905 // FY484_RS08910 // FY484_RS08915	
FY484_RS03590-MONOMER	isoleucine--tRNA ligase	FY484_RS03590	CCI-CYTOSOL-GN
CPLX2G6Z-144	citrate lyase acyl carrier protein	FY484_RS04135 // FY484_RS04140 // FY484_RS04145	
FY484_RS12965-MONOMER	peptidylprolyl isomerase	FY484_RS12965	CCI-CYTOSOL-GN
CPLX2G6Z-128	tripartite efflux pump VexEF-TolC	FY484_RS12115 // FY484_RS03320 // FY484_RS03315	
FY484_RS05595-MONOMER	acetate kinase 1	FY484_RS05595	CCI-CYTOSOL-GN
CPLX2G6Z-110	Fe<sup>3+</sup> ABC transporter	FY484_RS03225 // FY484_RS03220 // FY484_RS03215	
FY484_RS14960-MONOMER	L-ribulose-5-phosphate 3-epimerase	FY484_RS14960	
CPLX2G6Z-91	putative amino acid ABC transporter	FY484_RS19070 // FY484_RS19075 // FY484_RS19085 // FY484_RS19080	
FY484_RS07540-MONOMER	GAF domain-containing protein	FY484_RS07540	CCI-CYTOSOL-GN
CPLX2G6Z-72	ABC transporter	FY484_RS12710 // FY484_RS12715	
FY484_RS01385-MONOMER	putative mechanosensitive ion channel	FY484_RS01385	CCI-PM-BAC-NEG-GN
CPLX2G6Z-54	SecYEG translocon	FY484_RS03380 // FY484_RS12820 // FY484_RS01690	
FY484_RS17235-MONOMER	VOC family protein	FY484_RS17235	
CPLX2G6Z-33	carbamoyl-phosphate synthase complex, glutamine-hydrolyzing	FY484_RS11880 // FY484_RS11885	
FY484_RS09485-MONOMER	COG3014 family protein	FY484_RS09485	
CPLX2G6Z-221	ViuA-TonB2 vibriobactin transporter	FY484_RS07780 // FY484_RS07765 // FY484_RS07775 // FY484_RS07770 // FY484_RS11065	
FY484_RS19180-MONOMER	tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY	FY484_RS19180	CCI-CYTOSOL-GN
CPLX2G6Z-203	nucleoside-diphosphate kinase	FY484_RS03940	
FY484_RS10865-MONOMER	redox-regulated ATPase YchF	FY484_RS10865	CCI-CYTOSOL-GN
CPLX2G6Z-188	flagellar motor stator complex	FY484_RS04585 // FY484_RS08835	
FY484_RS03510-MONOMER	lysine--tRNA ligase	FY484_RS03510	CCI-CYTOSOL-GN
CPLX2G6Z-173	pyruvate dehydrogenase complex	FY484_RS11990 // FY484_RS12000 // FY484_RS11995	
FY484_RS12880-MONOMER	50S ribosomal protein L29	FY484_RS12880	CCI-RIBOSOME-GN
CPLX2G6Z-158	Na<sup>+</sup>-dependent protein translocation factor	FY484_RS03880 // FY484_RS03875	
FY484_RS05515-MONOMER	response regulator	FY484_RS05515	
CPLX2G6Z-140	sucrose-specific PTS enzyme II	FY484_RS04935 // FY484_RS17275	
FY484_RS14875-MONOMER	lipase foldase	FY484_RS14875	CCI-PM-BAC-NEG-GN
CPLX2G6Z-125	hexose-6-phosphate ABC transporter	FY484_RS17430 // FY484_RS17425 // FY484_RS17420	
FY484_RS07460-MONOMER	macrodomain Ter protein MatP	FY484_RS07460	CCI-CYTOSOL-GN
CPLX2G6Z-106	iron(III)-hydroxamate ABC transporter FhuBCD	FY484_RS01070 // FY484_RS01075 // FY484_RS01080	
FY484_RS01275-MONOMER	phosphomannomutase	FY484_RS01275	CCI-PM-BAC-NEG-GN
CPLX2G6Z-89	putative amino acid ABC transporter	FY484_RS00040 // FY484_RS00045 // FY484_RS00050	
FY484_RS17150-MONOMER	AbrB family transcriptional regulator	FY484_RS17150	
CPLX2G6Z-69	putative ABC-type efflux pump	FY484_RS08340 // FY484_RS08335 // FY484_RS08330	
FY484_RS09405-MONOMER	ATP-dependent lipid A-core flippase	FY484_RS09405	CCI-PM-BAC-NEG-GN
CPLX2G6Z-50	phosphate ABC transporter 1	FY484_RS03785 // FY484_RS03805 // FY484_RS03810 // FY484_RS03800	
FY484_RS19095-MONOMER	polymer-forming cytoskeletal protein	FY484_RS19095	
CPLX2G6Z-30	tryptophan synthase	FY484_RS05940 // FY484_RS05945	
FY484_RS10785-MONOMER	NAD(P)H:quinone oxidoreductase	FY484_RS10785	
CPLX2G6Z-218	VctA-TonB2 enterobactin transporter	FY484_RS07780 // FY484_RS07765 // FY484_RS07775 // FY484_RS07770 // FY484_RS14920	
FY484_RS03430-MONOMER	lipoprotein NlpI	FY484_RS03430	CCI-PM-BAC-NEG-GN
CPLX2G6Z-200	&gamma; carbonic anhydrase	FY484_RS00290	
FY484_RS12800-MONOMER	30S ribosomal protein S4	FY484_RS12800	CCI-RIBOSOME-GN
CPLX2G6Z-185	flagellar basal-body rod complex	FY484_RS10985 // FY484_RS10990 // FY484_RS11005 // FY484_RS11010	
FY484_RS05425-MONOMER	acyl-CoA thioesterase II	FY484_RS05425	CCI-CYTOSOL-GN
CPLX2G6Z-170	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit	FY484_RS02775 // FY484_RS01835	
FY484_RS14790-MONOMER	HNH endonuclease	FY484_RS14790	
CPLX2G6Z-154	acetyl-CoA carboxylase complex	FY484_RS01525 // FY484_RS01530 // FY484_RS11215 // FY484_RS05110	
FY484_RS07360-MONOMER	replication initiation factor domain-containing protein	FY484_RS07360	
CPLX2G6Z-137	glutamate synthase 2	FY484_RS11810 // FY484_RS11815	
FY484_RS01195-MONOMER	putative core oligosaccharide heptosyltransferase I	FY484_RS01195	CCI-CYTOSOL-GN
CPLX2G6Z-121	putative DNA polymerase III, holoenzyme	FY484_RS12465 // FY484_RS03470 // FY484_RS05380 // FY484_RS00060 // FY484_RS04885 // FY484_RS10055 // FY484_RS11220 // FY484_RS11165	
FY484_RS17065-MONOMER	hypothetical protein	FY484_RS17065	
CPLX2G6Z-85	chitobiose-specifc PTS enzyme II	FY484_RS06485 // FY484_RS06490 // FY484_RS06495	
FY484_RS09320-MONOMER	ABC transporter permease	FY484_RS09320	CCI-PM-BAC-NEG-GN
CPLX2G6Z-65	putative ABC transporter	FY484_RS05620 // FY484_RS05615 // FY484_RS05610	
FY484_RS19015-MONOMER	sel1 repeat family protein	FY484_RS19015	CCO-MEMBRANE
CPLX2G6Z-45	ferric-catecholate ABC transporter VctPDGC	FY484_RS14910 // FY484_RS14895 // FY484_RS14900 // FY484_RS14905	
FY484_RS10705-MONOMER	DUF2919 domain-containing protein	FY484_RS10705	CCO-MEMBRANE
CPLX2G6Z-28	ATP-dependent Clp endopeptidase proteolytic	FY484_RS09605 // FY484_RS09610	
FY484_RS03335-MONOMER	penicillin-binding protein 4	FY484_RS03335	
CPLX2G6Z-215	HutA-TonB1 heme transporter	FY484_RS18490 // FY484_RS18495 // FY484_RS18500 // FY484_RS16910	
FY484_RS12720-MONOMER	DUF3299 domain-containing protein	FY484_RS12720	
CPLX2G6Z-198	5-oxoprolinase	FY484_RS17865 // FY484_RS17860 // FY484_RS17855	
FY484_RS05340-MONOMER	FadI component of anaerobic fatty acid oxidation complex	FY484_RS05340	CCI-CYTOSOL-GN
CPLX2G6Z-182	flagellar hook	FY484_RS10995	
FY484_RS14700-MONOMER	alternative ribosome-rescue factor A	FY484_RS14700	
CPLX2G6Z-168	type VI secretion system	FY484_RS14400 // FY484_RS14375 // FY484_RS14370 // FY484_RS14365 // FY484_RS14355 // FY484_RS14350 // FY484_RS14345 // FY484_RS14340 // FY484_RS14335	
FY484_RS07270-MONOMER	RTX toxin T1SS, membrane/ATP-binding component RtxE	FY484_RS07270	CCO-MEMBRANE
CPLX2G6Z-150	pyridine nucleotide transhydrogenase	FY484_RS16850 // FY484_RS16845	
