Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
CPLX2DNV-1066	HP_RS05495 // HP_RS01455 // HP_RS07705 // HP_RS04245 // HP_RS04435 // HP_RS03670 // HP_RS02965 // HP_RS00585 // HP_RS01210 // HP_RS01720 // HP_RS03975 // HP_RS03970 // HP_RS05060 // HP_RS02875 // HP_RS05065 // HP_RS01725 // HP_RS07845 // HP_RS05370 // HP_RS07710 // HP_RS07715 // HP_RS01600	flagellum	
CPLX-9307	HP_RS04205	pantothenate kinase	
CPLXI-41	G2DNV-13 // G2DNV-14 // G2DNV-15	fumarate reductase	CCI-PM-BAC-NEG-GN
CPLX2DNV-972	HP_RS03865 // HP_RS06785	ATP-dependent ClpXP protease	
CPLX2DNV-1175	HP_RS04390 // HP_RS04395 // HP_RS00240	(HypCDE)<sub>2</sub> complex	
CPLX2DNV-1147	HP_RS06620 // HP_RS06610 // HP_RS06615 // HP_RS06915	FecA3-TonB metal transporter	
CPLX2DNV-1128	G2DNV-15 // G2DNV-14 // G2DNV-13	fumarate reductase heterotrimer	
CPLX2DNV-1109	HP_RS04505	2-hydroxymuconate tautomerase	
CPLX2DNV-1092	HP_RS03870	trigger factor	
CPLX2DNV-1063	HP_RS01600 // HP_RS07715 // HP_RS07710 // HP_RS05370 // HP_RS07845 // HP_RS01725 // HP_RS05065 // HP_RS02875 // HP_RS05060 // HP_RS03970 // HP_RS03975 // HP_RS01720 // HP_RS01210	flagellar basal body	
CPLX-9123	HP_RS00450	5'-methylthioadenosine/adenosylhomocysteine/6-amino-6-deoxyfutalosine nucleosidase	
CPLX2DNV-985	HP_RS03490 // HP_RS07840	N<sup>6</sup>-L-threonylcarbamoyladenine synthase	
CPLX2DNV-969	HP_RS03440 // HP_RS04005 // HP_RS05470	excision nuclease UvrABC	
CPLX2DNV-1171	HP_RS06550 // HP_RS06555 // HP_RS06560	copper efflux pump	
CPLX2DNV-1144	HP_RS00355	nickel-carrier protein UreE	
CPLX2DNV-1125	HP_RS06605	nickel-bound nickel response regulator NikR	
CPLX2DNV-1106	HP_RS02255 // HP_RS04865 // HP_RS02265 // HP_RS04890 // HP_RS04885 // HP_RS02275 // HP_RS02280	Tfs3 type IV secretion system	
CPLX2DNV-1086	HP_RS01480 // HP_RS01485 // HP_RS01470 // HP_RS01490 // HP_RS01475	peptide ABC transporter	
CPLX2DNV-1046	HP_RS01315	aminodeoxyfutalosine deaminase	
CPLX2DNV-982	HP_RS06300 // HP_RS06305	tryptophan synthase	
CPLX2DNV-965	HP_RS03380 // HP_RS03385	succinyl-CoA-transferase	
CPLX2DNV-1168	HP_RS07085	Ni<sup>2+</sup>-bound Hpn2	
CPLX2DNV-1138	HP_RS07525 // HP_RS07520	inactive Type III restriction-modification system	
CPLX2DNV-1119	HP_RS05490	&gamma;-glutamyltransferase Ggt heterodimer	
CPLX2DNV-1103	HP_RS04280 // HP_RS05205 // HP_RS04305	Holliday junction resolvase RuvABC	
CPLX2DNV-1082	HP_RS01210	flagellar basal-body P-ring	
CPLX2DNV-1043	HP_RS05575 // HP_RS05565 // HP_RS05560 // HP_RS05555 // HP_RS05570	ATPase F<sub>1</sub> complex	
CPLX2DNV-979	HP_RS05570 // HP_RS05555 // HP_RS05560 // HP_RS05565 // HP_RS05575 // HP_RS04040 // HP_RS05990 // HP_RS05580 // HP_RS05585	ATP synthase	
CPLX2DNV-1201	HP_RS04355 // HP_RS04350	HP0892/HP0893 type II toxin/antitoxin system	
CPLX2DNV-1162	HP_RS05100	type II 3-dehydroquinate dehydratase	
CPLX2DNV-1135	HP_RS02920 // HP_RS02925	Type III restriction-modification system HpyAXI	
CPLX2DNV-1116	HP_RS02455	thioesterase YbgC dimer	
CPLX2DNV-1100	HP_RS05045	<i>apo</i>-DNA-binding transcriptional regulator Fur dimer	
CPLX2DNV-1079	HP_RS01455 // HP_RS05495	flagellar hook-filament junction	
CPLX2DNV-1040	HP_RS04390 // HP_RS04395	HypCD complex involved in hydrogenase maturation	
CPLX2DNV-976	HP_RS06380 // HP_RS05885 // HP_RS03780	DNA-directed RNA polymerase core enzyme	
CPLX2DNV-1182	HP_RS07740 // HP_RS07800 // HP_RS07805	putative D-methionine ABC transporter	
CPLX2DNV-1156	HP_RS03055	inorganic pyrophosphatase	
CPLX2DNV-1132	HP_RS00070	chaperonin GroS	
CPLX2DNV-1113	HP_RS06140	single-stranded DNA-binding protein	
CPLX2DNV-1097	HP_RS03520	L-asparaginase II	
CPLX2DNV-1068	HP_RS03975	flagellar motor protein MotB dimer	
CPLX2DNV-1015	HP_RS05445 // HP_RS05455 // HP_RS05450 // HP_RS05440	pyruvate flavodoxin oxidoreductase	
CPLX2DNV-973	HP_RS02475 // HP_RS03495 // HP_RS06075 // HP_RS06150 // HP_RS07230 // HP_RS06850	DNA polymerase III	
CPLX2DNV-1176	HP_RS00240 // HP_RS04395 // HP_RS04390	HypCDE trimer	
CPLX2DNV-1148	HP_RS04750 // HP_RS04745 // HP_RS04740	Ni<sup>2+</sup>/Zn<sup>2+</sup>/Cd<sup>2+</sup> efflux pump	
CPLX2DNV-1129	HP_RS07060	cytoplasmic Ni<sup>2+</sup>-binding protein Hpn	
CPLX2DNV-1110	HP_RS07735	alkyl hydroperoxide reductase AhpC	
CPLX2DNV-1093	HP_RS04180	sedoheptulose 7-phosphate isomerase	
CPLX2DNV-1064	HP_RS00585 // HP_RS02965 // HP_RS03670	flagellar filament	
CPLX-9124	HP_RS00960	S-adenosylmethionine synthase	
HP_RS03825-MONOMER	HP_RS03825	putative outer-membrane lipoprotein carrier protein LolA	CCI-PERI-BAC-GN
HP_RS02340-MONOMER	HP_RS02340	molybdate ABC transporter, substrate-binding protein	CCI-PERI-BAC-GN
HP_RS04305-MONOMER	HP_RS04305	Holliday junction DNA helicase RuvA	
HP_RS06360-MONOMER	HP_RS06360	Hypothetical protein HP1289	CCO-MEMBRANE
HP_RS02255-MONOMER	HP_RS02255	ICEHptfs3 protein V37	
HP_RS04220-MONOMER	HP_RS04220	Deoxyuridine 5'-triphosphate nucleotidohydrolase	
HP_RS06280-MONOMER	HP_RS06280	ferredoxin-menaquinone dehydrogenase subunit N	CCI-PM-BAC-NEG-GN
HP_RS02160-MONOMER	HP_RS02160	IS605 transposase TnpA	
HP_RS06195-MONOMER	HP_RS06195	Ribosome recycling factor	CCI-CYTOSOL-GN
HP_RS02055-MONOMER	HP_RS02055	putative small conductance mechanosensitive channel	CCI-PM-BAC-NEG-GN
HP_RS04045-MONOMER	HP_RS04045	Inosine 5'-monophosphate dehydrogenase GuaB	
HP_RS06115-MONOMER	HP_RS06115	Maf-like protein	CCI-CYTOSOL-GN
HP_RS01950-MONOMER	HP_RS01950	6-carboxy-2-demethylmenaquinol decarboxylase MqnL	CCI-CYTOSOL-GN
HP_RS03965-MONOMER	HP_RS03965	Thiamin biosynthesis protein ThiF	CCI-CYTOSOL-GN // CCO-MEMBRANE
HP_RS06030-MONOMER	HP_RS06030	D-lactate dehydrogenase	
HP_RS01870-MONOMER	HP_RS01870	glutamate dehydrogenase GdhA	CCI-CYTOSOL-GN
HP_RS03880-MONOMER	HP_RS03880	neuraminyllactose-binding hemagglutinin HpaA	CCI-OUTER-MEM-GN
HP_RS05905-MONOMER	HP_RS05905	50S ribosomal protein L11	CCI-RIBOSOME-GN
HP_RS07895-MONOMER	HP_RS07895	inactive Type III restriction-modification system M protein M.HpyAXVII N-terminal domain	
HP_RS01780-MONOMER	HP_RS01780	putative lipopolysaccharide transport system protein LptF	CCI-PM-BAC-NEG-GN
HP_RS03790-MONOMER	HP_RS03790	Chorismate dehydratase	
HP_RS05820-MONOMER	HP_RS05820	putative transporter, multi antimicrobial extrusion (MATE) family	CCI-PM-BAC-NEG-GN
HP_RS07790-MONOMER	HP_RS07790	Riboflavin synthase subunit alpha RibC	CCI-CYTOSOL-GN
HP_RS01690-MONOMER	HP_RS01690	hypothetical protein	CCO-MEMBRANE
HP_RS03710-MONOMER	HP_RS03710	5-formyltetrahydrofolate cyclo-ligase	
HP_RS05735-MONOMER	HP_RS05735	Outer membrane protein HofH	
HP_RS07710-MONOMER	HP_RS07710	flagellar basal-body rod protein FlgC	CCO-CELL-PROJECTION
HP_RS01595-MONOMER	HP_RS01595	outer membrane protein HorC	
HP_RS03625-MONOMER	HP_RS03625	DUF697 domain-containing protein	
HP_RS05655-MONOMER	HP_RS05655	30S ribosomal protein S16	CCI-RIBOSOME-GN
HP_RS07630-MONOMER	HP_RS07630	ToxR-activated protein TagE1	CCO-MEMBRANE
HP_RS01515-MONOMER	HP_RS01515	Arginine biosynthesis bifunctional protein ArgJ	CCO-MEMBRANE
HP_RS03535-MONOMER	HP_RS03535	Outer membrane protein HP0726	CCO-MEMBRANE
HP_RS05560-MONOMER	HP_RS05560	F0F1 ATP synthase subunit beta, AtpD	CCI-PM-BAC-NEG-GN
HP_RS07545-MONOMER	HP_RS07545	exodeoxyribonuclease III	
HP_RS01435-MONOMER	HP_RS01435	Chorismate mutase/prephenate dehydratase PheA	
HP_RS03445-MONOMER	HP_RS03445	HopE monomer	
HP_RS05475-MONOMER	HP_RS05475	Hypothetical protein HP1115	
HP_RS07460-MONOMER	HP_RS07460	Saccharopine dehydrogenase	
HP_RS01355-MONOMER	HP_RS01355	ATP-dependent nuclease AddB	
HP_RS03360-MONOMER	HP_RS03360	putative TonB-dependent ferric citrate transporter FecA1	CCI-OUTER-MEM-GN
HP_RS05395-MONOMER	HP_RS05395	2-keto-3-deoxy-6-phosphogluconate aldolase	
HP_RS07375-MONOMER	HP_RS07375	ABC-type tripartite efflux pump, outer membrane channel	CCO-MEMBRANE
HP_RS01270-MONOMER	HP_RS01270	RIP metalloprotease RseP	CCI-PM-BAC-NEG-GN
HP_RS03265-MONOMER	HP_RS03265	Ribonuclease III	CCI-CYTOSOL-GN
HP_RS05315-MONOMER	HP_RS05315	Hypothetical protein HP1081	
HP_RS07295-MONOMER	HP_RS07295	Amidophosphoribosyltransferase	
HP_RS01180-MONOMER	HP_RS01180	hexaprenyl-diphosphate synthase	
HP_RS03185-MONOMER	HP_RS03185	UTP-glucose-1-phosphate uridylyltransferase GalU	
HP_RS05230-MONOMER	HP_RS05230	Hypothetical protein HP1064	CCO-MEMBRANE
HP_RS07215-MONOMER	HP_RS07215	Hypothetical lipprotein HP1457	
HP_RS01090-MONOMER	HP_RS01090	Hypothetical protein HP0222	
HP_RS03100-MONOMER	HP_RS03100	Hypothetical protein HP0629	
HP_RS05150-MONOMER	HP_RS05150	Translation initiation factor IF-2	CCI-CYTOSOL-GN
HP_RS07135-MONOMER	HP_RS07135	Peptidyl-prolyl cis-trans isomerase PpiB	
HP_RS01000-MONOMER	HP_RS01000	Hypothetical protein HP0204	
HP_RS03020-MONOMER	HP_RS03020	Hypothetical protein HP0614	
HP_RS05070-MONOMER	HP_RS05070	RNA polymerase factor &sigma;<sup>28</sup>	
HP_RS07040-MONOMER	HP_RS07040	Isoleucyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS00910-MONOMER	HP_RS00910	DUF1524 domain-containing protein	
HP_RS02930-MONOMER	HP_RS02930	protein thiol:quinone oxidoreductase DsbI	CCO-MEMBRANE
HP_RS04985-MONOMER	HP_RS04985	7-alpha-hydroxysteroid dehydrogenase HdhA	
HP_RS06950-MONOMER	HP_RS06950	Putative ribonuclease N	CCO-MEMBRANE
HP_RS00830-MONOMER	HP_RS00830	chemotaxis protein phosphatase CheZ	CCI-CYTOSOL-GN
HP_RS02850-MONOMER	HP_RS02850	Kdo hydrolase subunit 1	CCO-MEMBRANE
HP_RS04875-MONOMER	HP_RS04875	Hypothetical protein HP0993	
HP_RS06860-MONOMER	HP_RS06860	Hypothetical protein HP1388	
HP_RS00750-MONOMER	HP_RS00750	1,4-dihydroxy-6-naphthoate synthase	
HP_RS02770-MONOMER	HP_RS02770	Hypothetical protein HP0563	
HP_RS04780-MONOMER	HP_RS04780	Peptidyl-prolyl cis-trans isomerase D PpiD	CCO-MEMBRANE
HP_RS06780-MONOMER	HP_RS06780	Rod shape-determining protein MreB	CCI-CYTOSOL-GN
HP_RS00665-MONOMER	HP_RS00665	3-deoxy-7-phosphoheptulonate synthase	CCI-CYTOSOL-GN
HP_RS02680-MONOMER	HP_RS02680	CagD protein	
HP_RS00260-MONOMER	HP_RS00260	Type IIS restriction-modification system M2 protein M2.HpyAVI	
HP_RS04690-MONOMER	HP_RS04690	zinc finger domain-containing protein	
HP_RS06695-MONOMER	HP_RS06695	Nicotinate-nucleotide pyrophosphorylase NadC	CCI-CYTOSOL-GN
HP_RS00585-MONOMER	HP_RS00585	flagellar filament structural protein FlaB	CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
HP_RS02600-MONOMER	HP_RS02600	Cag T4SS protein CagX	
HP_RS00175-MONOMER	HP_RS00175	ATP-dependent Clp protease adapter protein ClpS	
HP_RS04590-MONOMER	HP_RS04590	D-alanine transporter	CCI-PM-BAC-NEG-GN
HP_RS06600-MONOMER	HP_RS06600	Nicotinate (nicotinamide) nucleotide adenylyltransferase NadD	CCI-CYTOSOL-GN
HP_RS00500-MONOMER	HP_RS00500	Threonine synthase ThrC	CCI-CYTOSOL-GN
HP_RS02515-MONOMER	HP_RS02515	Dihydrodipicolinate reductase DapB	CCI-CYTOSOL-GN
HP_RS00090-MONOMER	HP_RS00090	ComB2 competence protein	CCO-MEMBRANE
HP_RS04495-MONOMER	HP_RS04495	Putative vacuolating cytotoxin (VacA)-like protein VlpC	
HP_RS06520-MONOMER	HP_RS06520	Hypothetical protein HP1321	
HP_RS00410-MONOMER	HP_RS00410	Hypothetical protein HP0080	
HP_RS02430-MONOMER	HP_RS02430	50S ribosomal protein L28	CCI-RIBOSOME-GN
HP_RS04395-MONOMER	HP_RS04395	Hydrogenase assembly chaperone HypC/HupF	
HP_RS06440-MONOMER	HP_RS06440	30S ribosomal protein S8	CCI-RIBOSOME-GN
HP_RS00325-MONOMER	HP_RS00325	Cell division-related protein	
HP_RS06425-MONOMER	HP_RS06425	30S ribosomal protein S5	CCI-RIBOSOME-GN
HP_RS02325-MONOMER	HP_RS02325	Oligoendopeptidase F PepF	
HP_RS04275-MONOMER	HP_RS04275	heme-binding TonB-dependent transporter FrpB1	CCI-OUTER-MEM-GN
HP_RS06345-MONOMER	HP_RS06345	Secreted protein HP1286	
HP_RS02240-MONOMER	HP_RS02240	Hypothetical protein HP0454	
HP_RS04205-MONOMER	HP_RS04205	pantothenate kinase monomer	CCI-CYTOSOL-GN
HP_RS06265-MONOMER	HP_RS06265	ferredoxin-menaquinone dehydrogenase subunit K	CCI-PM-BAC-NEG-GN
HP_RS02140-MONOMER	HP_RS02140	Protein phosphatase 2C	
HP_RS04120-MONOMER	HP_RS04120	Phosphomethylpyrimidine kinase ThiD	CCI-CYTOSOL-GN
HP_RS06180-MONOMER	HP_RS06180	Tryptophanyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS02015-MONOMER	HP_RS02015	GMP synthase GuaA	CCI-CYTOSOL-GN
HP_RS04030-MONOMER	HP_RS04030	&beta;-<em>N</em>-acetylglucosaminylglycopeptide &beta;-1,4-galactosyltransferase	
HP_RS06100-MONOMER	HP_RS06100	Hypothetical protein HP1236	
HP_RS01935-MONOMER	HP_RS01935	chemotaxis protein CheV3	
HP_RS03950-MONOMER	HP_RS03950	Dihydroneopterin aldolase	
HP_RS06015-MONOMER	HP_RS06015	Phosphoribosylamine--glycine ligase PurD	
HP_RS01855-MONOMER	HP_RS01855	dithiol reductase/isomerase ResA	
HP_RS03865-MONOMER	HP_RS03865	ATP-dependent Clp protease proteolytic subunit ClpP	CCI-CYTOSOL-GN
HP_RS05890-MONOMER	HP_RS05890	50S ribosomal protein L7/L12	CCI-RIBOSOME-GN
HP_RS07875-MONOMER	HP_RS07875	DsbI-accessory protein	CCO-MEMBRANE
HP_RS01755-MONOMER	HP_RS01755	Putative outer membrane protein HP0358	
HP_RS03775-MONOMER	HP_RS03775	guanosine-3&prime;,5&prime;-bis(diphosphate) 3&prime;-diphosphatase	
HP_RS05805-MONOMER	HP_RS05805	putative drug efflux transporter, major facilitator superfamily	CCO-MEMBRANE
HP_RS07775-MONOMER	HP_RS07775	Rare lipoprotein A RlpA	CCI-PM-BAC-NEG-GN
HP_RS01670-MONOMER	HP_RS01670	Lysozyme	
HP_RS03690-MONOMER	HP_RS03690	<em>N</em>-carbamoylputrescine amidase	
HP_RS05720-MONOMER	HP_RS05720	Thioredoxin reductase TrxB	
HP_RS07695-MONOMER	HP_RS07695	penicillin-binding protein 3	CCI-PM-BAC-NEG-GN
HP_RS01580-MONOMER	HP_RS01580	Guanylate kinase	CCI-CYTOSOL-GN
HP_RS03605-MONOMER	HP_RS03605	Histidine triad family protein	
HP_RS05640-MONOMER	HP_RS05640	tRNA (guanine-N(1)-)-methyltransferase	CCI-CYTOSOL-GN
HP_RS07615-MONOMER	HP_RS07615	menaquinol cytochrome c oxidoreductase, Rieske 2Fe-2S subunit FbcF	CCO-MEMBRANE
HP_RS01500-MONOMER	HP_RS01500	Alginate_lyase domain-containing protein	CCI-PERI-BAC-GN
HP_RS03520-MONOMER	HP_RS03520	L-asparaginase II monomer	CCI-CYTOSOL-GN
HP_RS05545-MONOMER	HP_RS05545	ExbD family protein	CCI-PM-BAC-NEG-GN
HP_RS07530-MONOMER	HP_RS07530	ATP-dependent DNA helicase RecG	
HP_RS01420-MONOMER	HP_RS01420	DUF4149 domain-containing protein	CCO-MEMBRANE
HP_RS03430-MONOMER	HP_RS03430	Hypothetical protein HP0702	
HP_RS05460-MONOMER	HP_RS05460	Adenylosuccinate lyase PurB	CCI-CYTOSOL-GN
HP_RS07445-MONOMER	HP_RS07445	O-methyltransferase	
HP_RS01340-MONOMER	HP_RS01340	Hypothetical protein HP0272	CCO-MEMBRANE
HP_RS03345-MONOMER	HP_RS03345	Class IIc Sec-secreted bacteriocin Divergicin A precursor (DvnA)	CCO-MEMBRANE
HP_RS05380-MONOMER	HP_RS05380	IS605 transposase TnpB	
HP_RS07360-MONOMER	HP_RS07360	ABC transporter membrane protein	CCI-PM-BAC-NEG-GN
HP_RS01255-MONOMER	HP_RS01255	Adenylosuccinate synthetase PurA	CCI-CYTOSOL-GN
HP_RS03250-MONOMER	HP_RS03250	Chaperone SurA	
HP_RS05300-MONOMER	HP_RS05300	HP1078	
HP_RS07280-MONOMER	HP_RS07280	DNA polymerase I	CCI-CYTOSOL-GN
HP_RS01165-MONOMER	HP_RS01165	Porphobilinogen deaminase HemC	CCI-CYTOSOL-GN
HP_RS03170-MONOMER	HP_RS03170	Glutamylglutaminyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS05215-MONOMER	HP_RS05215	twin arginine protein translocation system, TatC protein	CCI-PM-BAC-NEG-GN
HP_RS07200-MONOMER	HP_RS07200	Hypothetical protein HP1454	
HP_RS01075-MONOMER	HP_RS01075	Hypothetical protein HP0219	
HP_RS03085-MONOMER	HP_RS03085	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	CCI-CYTOSOL-GN
HP_RS05135-MONOMER	HP_RS05135	acetyl-CoA synthetase AcoE	CCI-CYTOSOL-GN
HP_RS07110-MONOMER	HP_RS07110	Predicted coding region HP1437	
HP_RS00980-MONOMER	HP_RS00980	Fatty acid/phospholipid synthesis protein PlsX	CCI-CYTOSOL-GN
HP_RS03000-MONOMER	HP_RS03000	Putative outer membrane protein HP0608	
HP_RS05055-MONOMER	HP_RS05055	Hypothetical protein HP1029	CCI-CYTOSOL-GN
HP_RS07025-MONOMER	HP_RS07025	Flagellar biosynthesis protein FliQ	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
HP_RS00895-MONOMER	HP_RS00895	Serine hydroxymethyltransferase GlyA	CCI-CYTOSOL-GN
HP_RS02915-MONOMER	HP_RS02915	2-oxoglutarate-acceptor oxidoreductase subunit OorC	
HP_RS04970-MONOMER	HP_RS04970	Dihydroorotate dehydrogenase 2 PyrD	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
HP_RS06930-MONOMER	HP_RS06930	Type I restriction enzyme M protein HsdM	
HP_RS00815-MONOMER	HP_RS00815	Hypothetical protein HP0167	
HP_RS02835-MONOMER	HP_RS02835	Signal peptidase I	CCI-PM-BAC-NEG-GN
HP_RS04855-MONOMER	HP_RS04855	Putative transposase TnpB	
HP_RS06845-MONOMER	HP_RS06845	Ribulose-phosphate 3-epimerase	CCI-CYTOSOL-GN
HP_RS00735-MONOMER	HP_RS00735	Hypothetical protein HP0149	CCO-MEMBRANE
HP_RS02755-MONOMER	HP_RS02755	acyl carrier protein	CCI-CYTOSOL-GN
HP_RS04765-MONOMER	HP_RS04765	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CCI-CYTOSOL-GN
HP_RS06760-MONOMER	HP_RS06760	Type IIS restriction-modification system M2 protein M2.HpyAII	
HP_RS00650-MONOMER	HP_RS00650	Hypothetical protein HP0130	
HP_RS02665-MONOMER	HP_RS02665	CagG protein	
HP_RS00245-MONOMER	HP_RS00245	[NiFe]-hydrogenase maturation protein HypF	
HP_RS04675-MONOMER	HP_RS04675	Prolipoprotein diacylglyceryl transferase	CCI-PM-BAC-NEG-GN
HP_RS06665-MONOMER	HP_RS06665	Carboxyl-terminal protease	CCI-CYTOSOL-GN // CCI-PERI-BAC-GN
HP_RS00570-MONOMER	HP_RS00570	L-fuculose-1-phosphate aldolase FucA	
HP_RS02585-MONOMER	HP_RS02585	Cag T4SS protein Cag&alpha;	CCI-CYTOSOL-GN
HP_RS00160-MONOMER	HP_RS00160	dethiobiotin synthetase	CCI-CYTOSOL-GN
HP_RS04575-MONOMER	HP_RS04575	amino acid family ABC transporter, membrane protein	CCI-PM-BAC-NEG-GN
HP_RS06585-MONOMER	HP_RS06585	Hypothetical helicase HP1334	
HP_RS00485-MONOMER	HP_RS00485	Hypothetical protein HP0095	
HP_RS02500-MONOMER	HP_RS02500	UDP-sugar diphosphatase	
HP_RS00075-MONOMER	HP_RS00075	DNA primase DnaG	CCI-CYTOSOL-GN
HP_RS04480-MONOMER	HP_RS04480	Carbamoyl phosphate synthase large subunit CarB	CCI-CYTOSOL-GN
HP_RS06505-MONOMER	HP_RS06505	50S ribosomal protein L4	CCI-RIBOSOME-GN
HP_RS00395-MONOMER	HP_RS00395	Peptide chain release factor 1	CCI-CYTOSOL-GN
HP_RS02415-MONOMER	HP_RS02415	Hypothetical protein HP0488	
HP_RS04370-MONOMER	HP_RS04370	adhesin-binding fucosylated histo-blood group antigen BabB/HopT	
HP_RS04355-MONOMER	HP_RS04355	antitoxin protein HP0893	
HP_RS06410-MONOMER	HP_RS06410	Methionine aminopeptidase	
HP_RS02310-MONOMER	HP_RS02310	Integral membrane protein HP0467	CCO-MEMBRANE
HP_RS04260-MONOMER	HP_RS04260	Hypothetical protein HP0873	CCO-MEMBRANE
HP_RS06330-MONOMER	HP_RS06330	&alpha;-(1,3)-D-glycero-&beta;-D-<i>manno</i>-heptose transferase	CCI-CYTOSOL-GN // CCO-MEMBRANE
HP_RS02225-MONOMER	HP_RS02225	Hypothetical protein HP0451	
HP_RS04190-MONOMER	HP_RS04190	ADP-glyceromanno-heptose 6-epimerase	
HP_RS06250-MONOMER	HP_RS06250	ferredoxin-menaquinone dehydrogenase subunit H	CCI-PM-BAC-NEG-GN
HP_RS02105-MONOMER	HP_RS02105	Hypothetical protein HP0425	
HP_RS04105-MONOMER	HP_RS04105	Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	CCI-CYTOSOL-GN
HP_RS06165-MONOMER	HP_RS06165	SH3b domain-containing protein	
HP_RS02000-MONOMER	HP_RS02000	DUF3972 domain-containing protein	
HP_RS04015-MONOMER	HP_RS04015	Hypothetical protein HP0823	
HP_RS06085-MONOMER	HP_RS06085	hypothetical protein HP1233	
HP_RS01920-MONOMER	HP_RS01920	thiol peroxidase Tpx	
HP_RS03935-MONOMER	HP_RS03935	4'-phosphopantetheinyl transferase	CCI-CYTOSOL-GN
HP_RS05995-MONOMER	HP_RS05995	Polyribonucleotide nucleotidyltransferase	CCI-CYTOSOL-GN
MONOMER2DNV-4	HP_RS06745	CrdR-phosphate	
HP_RS01840-MONOMER	HP_RS01840	16S ribosomal RNA methyltransferase RsmE	CCI-CYTOSOL-GN
HP_RS03850-MONOMER	HP_RS03850	Cd<sup>2+</sup>/Zn<sup>2+</sup>/Co<sup>2+</sup> exporting P-type ATPase CadA	CCI-PM-BAC-NEG-GN
HP_RS05875-MONOMER	HP_RS05875	30S ribosomal protein S7	CCI-RIBOSOME-GN
HP_RS07840-MONOMER	HP_RS07840	putative DNA-binding/iron metalloprotein/AP endonuclease	CCI-CYTOSOL-GN
HP_RS01740-MONOMER	HP_RS01740	GTP-binding protein LepA	CCI-PM-BAC-NEG-GN
HP_RS03760-MONOMER	HP_RS03760	N-acetylmuramoyl-L-alanine amidase AmiA	CCI-PERI-BAC-GN
HP_RS05785-MONOMER	HP_RS05785	purine nucleoside phosphorylase monomer	CCI-CYTOSOL-GN
HP_RS07760-MONOMER	HP_RS07760	putative lipopolysaccharide transport system protein LptA	CCI-PERI-BAC-GN // CCI-OUTER-MEM-GN
HP_RS01650-MONOMER	HP_RS01650	Holliday junction resolvase-like protein	CCI-CYTOSOL-GN
HP_RS03675-MONOMER	HP_RS03675	flagellar biosynthesis protein FliS	CCI-CYTOSOL-GN
HP_RS05705-MONOMER	HP_RS05705	flavodoxin	
HP_RS07680-MONOMER	HP_RS07680	ATP-dependent DNA helicase	CCI-CYTOSOL-GN
HP_RS01565-MONOMER	HP_RS01565	Heme oxygenase, HugZ family	CCI-CYTOSOL-GN
HP_RS03590-MONOMER	HP_RS03590	D-alanine--D-alanine ligase monomrt	CCI-CYTOSOL-GN
HP_RS05610-MONOMER	HP_RS05610	AAA_13 domain-containing protein	
HP_RS07600-MONOMER	HP_RS07600	Hypothetical protein HP1537	
HP_RS01485-MONOMER	HP_RS01485	peptide ABC transporter, ATP-binding protein DppD	
HP_RS03500-MONOMER	HP_RS03500	putative transporter, L-lysine exporter family	CCI-PM-BAC-NEG-GN
HP_RS05525-MONOMER	HP_RS05525	periplasmic protein HP1124	
HP_RS07510-MONOMER	HP_RS07510	Hypothetical protein HP1518	
HP_RS01405-MONOMER	HP_RS01405	MiaB-like tRNA modifying enzyme	
HP_RS03415-MONOMER	HP_RS03415	Hypothetical protein HP0699	CCO-MEMBRANE
HP_RS05445-MONOMER	HP_RS05445	Pyruvate flavodoxin oxidoreductase subunit delta PorD	
HP_RS07430-MONOMER	HP_RS07430	outer membrane protein HorW	
HP_RS01325-MONOMER	HP_RS01325	(dimethylallyl)adenosine tRNA methylthiotransferase	CCI-CYTOSOL-GN
HP_RS03325-MONOMER	HP_RS03325	putative transporter	CCI-PM-BAC-NEG-GN
HP_RS05365-MONOMER	HP_RS05365	&alpha;-ketoglutarate transporter	CCO-MEMBRANE
HP_RS07345-MONOMER	HP_RS07345	demethylmenaquinone methyltransferase	
HP_RS01230-MONOMER	HP_RS01230	ABC transporter, ATP-binding protein	
HP_RS03235-MONOMER	HP_RS03235	cyclic dehypoxanthinyl futalosine synthase	
HP_RS05285-MONOMER	HP_RS05285	Purine nucleoside phosphorylase HP1075	
HP_RS07265-MONOMER	HP_RS07265	Predicted membrane protein HP1467	
HP_RS01150-MONOMER	HP_RS01150	Integral membrane protein	CCO-MEMBRANE
HP_RS03155-MONOMER	HP_RS03155	Poly(A) polymerase	
HP_RS05200-MONOMER	HP_RS05200	3-methyl-2-oxobutanoate hydroxymethyltransferase PanB	CCI-CYTOSOL-GN
HP_RS07185-MONOMER	HP_RS07185	Jag_N domain-containing protein	
